index,answer,text,document_name,split
2,Yes,"Subject to the terms of the NDA the Receiving Party hereby undertakes to the Disclosing Party: c) that it shall give access to the Confidential Information only,to those of its employees who need access to the Confidential Information for LOA purposes and will ensure that such employees adhere to the obligations and restrictions contained in the NDA; ",54c808c1b20e4490b1300ad2ce3b9649.pdf,test
3,Yes,"3.8. ""Representatives"" means, in relation to a Party to the extent involved in the Project,  (a) its Affiliates;  (b) its contractors / suppliers of any tier and  (c) all of the aforementioned entities' employees, directors, senior executives, professional advisors and consultants. 5.1. Recipient shall: 5.1.3. not copy or reproduce (or permit to be copied or reproduced) any Confidential Information, or directly or indirectly disclose or distribute any of it to any person other than those of its Representatives who are strictly required to perform Recipient's work in relation to the Project. ",59b1148ff6952b0001bdbedc_20170907_non%20disclosure%20agreement_expert.pdf,test
4,Yes,"Personnel means any and all staﬀ, employees, directors, oﬃcers and professional advisors of a Party 4.1 A Receiving Party shall only disclose or reveal any Conﬁdential Information disclosed to it to those of its Personnel who are required in the course of their duties to receive and consider the same in so far as is necessary to fulﬁl the Purpose. ",5bfbcabf0627e70bdcfc5b32_nda-ready4s.pdf,test
5,Yes,"2. Both Parties shall II. keep the Information relating to the other party secret and confidential and not disclose any of it to any third person and only make it available to the Receiving Party´s executive board, directors, employees, advisers or subsidiaries and affiliates who need to know the same for the Purpose; ",ADVANIDE-NON-DISCLOSURE-AGREEMENT.pdf,test
6,Yes,"The RECEIVING PARTY and its employees, officers, agents and affiliates shall hold the CONFIDENTIAL INFORMATION in confidence and take all reasonable steps to preserve the confidential and proprietary nature of the CONFIDENTIAL INFORMATION, including, without limitation:  (i) refraining from disclosing the CONFIDENTIAL INFORMATION to persons within its organization not having a reason to know, and all persons outside its organization unless they have a reason to know and are bound by fiduciary duties of confidentiality to the RECEIVING PARTY; and  ",AGProjects-NDA.pdf,test
7,Yes,"For avoidance of doubt, in this Agreement “third party” means any party other than Client and AfriGIS and their holding and subsidiary companies or agents. ",AfriGIS_Client-NDA_Template_2019.pdf,test
8,Yes,"3. Borrower shall limit the distribution of the Information within the firm to only those credit, risk management, regulatory reporting and compliance areas who perform the functions described above.  ",Agency-Lending-Disclosure_A-Z-Guide_Appendix_Sample-Confidentiality-Agreements.pdf,test
9,Yes,"Representative(s): means employees, agents, officers, professional advisers and Affiliates of the Recipient Party. In consideration of the mutual disclosure of Confidential Information the Recipient Party undertakes:- (d) not at any time, whether the negotiations proceed or not, to copy, disclose or otherwise make available to any third party without the written consent of the Disclosing Party, any of the Confidential Information of the Disclosing Party other than to its Representatives who are required for the Purpose to receive and consider the Confidential Information provided that the Recipient Party informs its Representatives of the confidential nature of the Confidential Information before disclosure and procures that its Representatives shall, in relation to any Confidential Information disclosed to them, comply with this Agreement as if they were the Recipient Party and the Recipient Party shall at all times be liable for the failure of any Representative to comply with the terms of this Agreement; ",Aspiegel_NDA_template.pdf,test
10,Yes,"The Recipient shall refrain from directly or indirectly disclosing any of the Confidential Information to any person, firm, fund, or entity, or knowingly making any Confidential Information available to any others for any use (other than as permitted by this Agreement).  In furtherance and not in limitation of the foregoing provisions, the Recipient shall: (a) Restrict disclosure of the Confidential Information only to those of the persons as may be absolutely necessary; ",Attachment B - Intent to Propose and Non-Disclosure Agreement.pdf,test
11,Yes,The Contractor further agrees to require each of its employees and agents to sign a form that would bind them in writing to protect the confidentiality of such Confidential Information.  ,Attachment%20J.2%20-%20Non-Disclosure%20Agreement%20-Technology%20Services.pdf,test
12,Yes,"WHEREAS, in order for the Contractor to perform the work required under the Contract, it will be necessary for the State at times to provide the Contractor and the Contractor’s employees, agents, and subcontractors (collectively the “Contractor’s Personnel”) with access to certain information the State deems confidential information (the “Confidential Information”). The Contractor shall limit access to the Confidential Information to the Contractor’s Personnel who have a demonstrable need to know such Confidential Information in order to perform under the Contract and who are bound by confidentiality obligations at least as restrictive as those set forth in this Agreement.  ",Attachment-I-Non-DisclosureAgreementContractor.pdf,test
13,Yes,"This agreement allows us to disclose confidential information to each other, to our own affiliates and to the other's affiliates, under the following terms.  An ""affiliate"" is any legal entity that one of us owns, that owns one of us or that is under common control with one of us.   A ""representative"" is an employee, contractor, advisor or consultant of one of us or one of our respective affiliates.  Each of us may disclose the other's confidential information to our representatives (who may then disclose that confidential information to other of our representatives) only if those representatives have a need to know about it for purposes of our business relationship with each other.  ",BCG-Mutual-NDA.pdf,test
14,Yes,"In view thereof, the parties undertake that - 3.2 they will not, without the prior written consent of the disclosing party: 3.2.2 divulge, discuss with, disclose or reveal the confidential information of the disclosing party to any person, firm, corporation, association or any other entity for any reason or purpose whatsoever (other than its employees and agents and only to the extent that such employees and agents require such information in the implementation of any agreement concluded between the parties); ",BO115-07-non-disclosure-agreement.pdf,test
15,Yes,"Receiving Party shall carefully restrict access to Confidential Information to employees, contractors and third parties as is reasonably required and shall require those persons to sign nondisclosure restrictions at least as protective as those in this Agreement.  ",Basic-Non-Disclosure-Agreement.pdf,test
16,Yes,"7. Each Respondent shall be entitled to disclose or make available any Information it receives from the ETI or any other Respondent to such of its employees, officers, consultants, sub-contractors, proposed sub-contractors, proposed funders, proposed owners or lessors of sites for the Project, owners or licensors of Third Party IP and professional advisers where such disclosure is necessary for the Purpose provided that all such persons to whom any Information is disclosed are bound by written obligations that are no less restrictive than those in this Agreement.  ",Bio-FIP-EOI-NDA.pdf,test
17,Yes,YOU AGREE WITH US: D) to reveal the Confidential Information only to those of your employees or third party advisers who need to know in connection with our discussions relating to the Proposed Transaction. ,Business-Sale-Non-Disclosure-Agreement.pdf,test
18,Yes,"b. The Parties shall disclose the Information to their employees, Affiliates, external experts and/or consultants only on a need to know basis and only to the extent absolutely necessary for the Purpose.  ",CA-Nov14-Doc.5.14%20-%20Template%20Confidentiality%20Agreement.pdf,test
19,Yes,"5. The ETI shall be entitled to disclose or make available any Information it receives from the Respondent to: a. such of the ETI Affiliates, and either the ETI’s or the ETI Affiliates’ employees, officers, secondees, agents, consultants, sub-contractors, proposed sub-contractors, professional advisers and proposed professional advisers where such disclosure is necessary for the Purpose, provided that all such aforementioned persons to whom any Information is disclosed by the ETI are bound by obligations of confidentiality and the ETI shall be responsible for breaches of the obligations by such persons and each ETI Affiliate may enforce this clause in accordance with the Contracts (Rights of Third Parties) Act 1999; and 7. Each Respondent shall be entitled to disclose or make available any Information it receives from the ETI or any other Respondent to such of its employees, officers, consultants, sub-contractors, proposed sub-contractors, proposed funders, proposed owners or lessors of sites for the Project, owners or licensors of Third Party IP and professional advisers where such disclosure is necessary for the Purpose provided that all such persons to whom any Information is disclosed are bound by written obligations that are no less restrictive than those in this Agreement.  8. Each Respondent shall be entitled to disclose or make available any Information it receives from the ETI to any other Respondent where it is necessary for the Purpose. ",CCS-Salt-Cavern-RfP-NDA.pdf,test
20,Yes,"Each party may disclose the other party’s Confidential Information to its employees, contractors and Affiliates who have a legitimate “need to know,” have been advised of the obligations of confidentiality under this Agreement and are bound to obligations of confidentiality substantially similar to those set out in this Agreement. ",amc-general-mutual-non-disclosure-agreement-en-gb.pdf,test
21,Yes,"The foregoing notwithstanding, Recipient may disclose Information to its Representatives to the extent each such Representative has a need to know such Information for the Purpose contemplated by this Non-Disclosure Agreement and agrees to observe and comply with the obligations of Recipient under this Non-Disclosure Agreement with regard to such Information.  ",appendix-g-nda-form.pdf,test
22,Yes,"Receiving Party agrees not to use, divulge, reproduce or otherwise make available the Confidential Information other than for the purposes of the Project and to disclose it only to its officers, agents, employees, partners, and professional advisors as necessary, who shall also be bound to comply with this Agreement. ",casino-nondisclosure-agmt.pdf,test
23,Yes,"If the Receiving Party is a company, the Receiving Party may disclose Confidential Information  (i) to the Receiving Party's directors, officers and employees (collectively, ""Representatives""), in each case only to the extent reasonably necessary for the Receiving Party's internal use and only after informing each Representative of the restrictions in this Agreement on the disclosure and use of the Confidential Information and that he or she must comply with such restrictions, and  The Receiving Party may disclose CEII  (i) only to its Representatives who have properly executed individual non-disclosure or confidentiality agreements in the course of their employment specifically pertaining to confidential information and CEII they receive in the course of their employment and  ",ceii-and-nda.pdf,test
24,Yes,"Permitted Recipients means those persons who have a need to know the Confidential Information for the Permitted Purpose and who are officers, directors, employees, agents or contractors (at any level) of the Receiving Party or its affiliates, or anyone else for whom the Receiving Party takes responsibility for under this Agreement. ",CON-NDA-PTL-01-2012-v1%20Non-Disclosure%20Agreement%20and%20Checklist.pdf,test
25,Yes,"4. The receiving Party hereby covenants that, during the validity period of this Agreement and for a period of five (5) years after its end or its termination, the Proprietary Information received from the disclosing Party shall: (b) be only disclosed to and used by those persons who have a need to know and solely for the purpose specified in this Agreement, within the receiving Party's organisation and to its professional advisors, provided that in this latter case the disclosing Party so notifies the other Party and obtains the authorization from the other Party to make such disclosure, such authorization not being unreasonably withheld, and provided that such advisor(s) agree(s) to be bound by the terms and conditions of this Agreement.  ",Clause-de-non-divulgation.pdf,test
26,Yes,"The Receiving Party agrees to: (e) Limit the internal dissemination of the Confidential Information and the internal disclosure of the Confidential Information received from the Disclosing Party to those officers and employees, if any, of the Receiving Party who have a need to know and an obligation to protect it; ",ConfidNonDisclosureAgree.pdf,test
27,Yes,"(i) all data and information, in whatever form communicated or maintained, whether orally, in writing, electronically, in computer readable form or otherwise, that the Receiver or any of its Representatives (in each case on behalf of the Company) and/or the Company or any of the Company's Representatives discloses or has disclosed to, or that is gathered by inspection by, the Recipient or any of the Recipient's Representatives, whether provided before or after the date of this Agreement, including, information that contains or otherwise reflects information concerning the Company, the Assets, the business or affairs, operations, prospects, activities, and intellectual property rights of the Company and specifically includes, without limitation, all data, records, reports, studies, projections, knowledge, patents, theories, information (financial, corporate, business or otherwise), intellectual property, designs, drawings, plans, opportunities, prototypes, specifications, manuals, photographs, software, hardware, equipment, printouts, reports, market research, business plans, customer lists, supply sources, trade secrets, information relating to existing and potential financiers and investors, trade lists, processes, techniques, ideas, improvements, innovations, know-how, research and development, calculations, opinions, and documents, and any information provided to the Receiver, the Company or any of their Representatives by third parties under circumstances in which the Receiver, the Company or any of their respective Representatives has an obligation to protect the confidentiality of such information, including all information received by the Receiver and/or the Receiver's Representatives (on behalf of the Company) or the Company in connection with the Company, the Assets, or its business and disclosed and communicated to, or gathered by, the Recipient or any of the Recipient's Representatives; 4. The Recipient may disclose Confidential Information only to the limited group of the Recipient's Representatives, who are actually engaged in and need to know the Confidential Information for the Permitted Purpose, who have been informed of the confidential nature of the Confidential Information, and who agree to keep such information confidential and not use such Confidential Information for any purpose other than the Permitted Purpose.  ",Confidentiality%20Agreement.pdf,test
28,Yes,"Recipient may disclose the Confidential Information only to its directors or employees who have a need to know the Confidential Information for the Purpose, provided that such party agrees to be bound by this or comparable agreements to the same extent as Recipient is bound and Recipient agrees to be responsible for any breach by these employees and directors.  ",ConfidentialityAgreement.pdf,test
29,Yes,"The parties will entrust confidential information solely to those employees, consultants and third party companies which are concerned with the processing of the order and which are legally or contractually obligated to secrecy. ",Confidentiality_Agreement_1.pdf,test
30,Yes,"Disclosure of the Confidential Information may be made only to employees, agents or independent contractors of a Party who are directly involved in consideration of the transaction, which is the subject of this Agreement and who are bound to maintain its confidence. ",Confidentiality_Non-Disclosure_Agreement.pdf,test
31,Yes,"The Parties undertake: v) to disclose the Confidential Information only to those of its directors, employees and consultants who need the Confidential Information to conduct tasks in relation to the purpose set out in Section 1; ",confidentiality_agreement.pdf,test
32,Yes,"5. The Receiving Party undertakes not to reveal the Information to any person with whom he cooperates, to any of his employees or the like, in a way exceeding what is considered necessary or justiﬁable.  ",confidentialityandnondisclosureagreement.pdf,test
33,Yes,"With regard to the data disclosed to MDHHS under this Agreement, the MDHHS agrees to: 3. Limit access to these data only to those MDHHS employees whose job responsibilities require access to the information; ",Data_Use_and_Non_Disclosure_Data_Disclosed_to_MDCH_Trauma_Registry_Final_465518_7.pdf,test
34,Yes,"1. The Receiving Party agrees to treat all information provided by the Providing Party in connection with the Business Under Discussion to the Receiving Partner and/or any of its partners, directors, officers, employees, affiliates, insurers, agents, advisors or auditors (the “Representatives”), regardless of the manner in which it is so furnished, together with any analyses, compilations, data, studies or other documents or records, whether of an oral, written or electronically retrievable nature (collectively the “Information”), as strictly confidential. 2. The Receiving Party shall limit the possession and use of the Information to a “need-to-know” basis among its Representatives. ",eHandshake_Non_Disclosure_Agreement.pdf,test
35,Yes,"Recipient may disclose Confidential Information only to its employees, agents, consultants and contractors on a need-to-know basis, and only if such employees, agents, consultants and contractors have executed appropriate written agreements with Recipient sufficient to enable Recipient to enforce all the provisions of this Agreement.  ",Generic-NDA-Pitch-Deck-Fire.pdf,test
36,Yes,"""Unauthorised Persons"" means officers, employees or advisers of the Recipient who are not required to have access to the Confidential Information for the Purpose, and any other person who is not a party to this agreement. In consideration of each party disclosing its Confidential Information to the other party for the Purpose, the Recipient must ensure that Confidential Information is:  not disclosed to any Unauthorised Person; The Recipient must ensure that access to Confidential Information is only given to those of its officers, employees and advisers who require access for the Purpose, and that those officers, employees and advisers are informed of the confidential nature of the Confidential Information and keep that information confidential.  ",ICTSC-NDA-General-MandA-signed.pdf,test
37,Yes,"a. The Receiving Party shall solely disclose the Material to its affiliates, employees and persons in the Receiving Party’s organization who  (i) have responsibility for or are directly concerned with the purposes of this Agreement and of the Consortium Agreement;  (ii) are subject to non-disclosure or confidentiality obligations to the Receiving Party (the Material constituting protected information for purposes of such obligations); and  (iii) have been informed and are fully aware of the Receiving Party’s obligations under this agreement and under the Consortium Agreement. ","IMOA%20Molybdenum%20Consortium%20NDA%20Agreement%20amended%20Jan%2008,%20valid%20March%2009%20onwards.pdf",test
38,Yes,"The Receiving Party shall carefully restrict access to the Confidential Information to those of its officers, directors and employees who clearly need such access in order to participate on behalf of the Receiving Party in the analysis and negotiation of a business relationship or any contract or agreement, or the advisability thereof, with the Disclosing Party and who are bound by written confidentiality agreements that protect third party information.  ",MUTUAL_NDA.pdf,test
39,Yes,"Each party shall disclose Confidential Information only to those officers, directors, employees and contractors who are required to have the information in order to evaluate or engage in discussions concerning the contemplated business relationship, and such party shall remain responsible for compliance with the terms of this Agreement by its officers, directors, employees and contractors. ",Mutual-Non-Disclosure-Agreement-Inventor-Product-Development-Experts-Inc..pdf,test
40,Yes,"2.1. A Receiving Party agrees: 2.1.3. not to disclose any Confidential Information to any person or entity other than to such of its employees who need to know for the Purpose (“Permitted Disclosees”), provided that the Receiving Party shall ensure that its Permitted Disclosees keep all Confidential Information confidential and only use it on the terms of this Agreement, as if such Permitted Disclosees were party to this Agreement. ",mutual-non-disclosure-agreement.pdf,test
41,Yes,Each party may use the information received from the other party hereunder and may provide such information to its parent corporation or any other subsidiaries thereof and their respective employees as applicable for their use only in connection with the Business Purpose. ,nda_9.pdf,test
42,Yes,"1. The term “Confidential Information” shall mean any confidential, proprietary, financial or otherwise non-public information, in written or electronic form, relating to the Disclosing Party, or the Purpose that is disclosed before, on or after the Effective Date, by the Disclosing Party to the Recipient or its affiliates, or to any of such Recipient’s or its affiliates’ employees, officers, directors, partners, shareholders, agents, attorneys, accountants or advisors (collectively, “Representatives”), whether disclosed or accessed in written, electronic or other form, including, without limitation:  3. Recipient shall not, and shall cause its Representatives not to,  (a) disclose all or any portion of Confidential Information to any third parties (other than to its Representatives who need to know the Confidential Information to assist Recipient in its evaluation of the Purpose), or  4. Except as otherwise provided in this Agreement, without the prior written consent of the Disclosing Party, Recipient shall not disclose to any person or entity (other than its Representatives who are involved in its evaluation of the Purpose) any information with respect to the occurrence or content of any discussions or negotiations between the Parties. ",NDA-Template-Media-News-Group-inc.pdf,test
43,Yes,"3.2 Notwithstanding Clause [3.1(a)], the Recipient may disclose the Confidential Information to its [officers, employees, professional advisers, insurers, agents and sub-contractors] [who have a need to have access to the Confidential Information for the performance of their work with respect to the Permitted Purpose and] who are bound by a written agreement or professional obligation to protect the confidentiality of the Confidential Information. ",NDA-Urban_Wind_Turbines.pdf,test
44,Yes,All disclosures of Confidential Information (whether written or oral) by Party One and Party Two shall  (b) be disclosed only to employees of Party Two who have executed written confidentiality agreements with the employer; and  ,NDAMutualTemplateClientFill.pdf,test
45,Yes,"Any Business Partner shall maintain the material as confidential and shall not publish, disclose or distribute all or any portion of it (or any copies of it) to any other person or permit any other person access to it, save for employees, consultants or agents of the Business Partner for purposes specifically related to Mandarin’s use of the material.  ",NDA_ResConnect.pdf,test
46,Yes,"Authorised Person means, in relation to the Recipient, any of the following only to the extent that they are engaged in respect of the Purpose: its officers, directors, employees, and any other person who has been previously approved in writing by the Disclosers; The Recipient may disclose any of the Confidential Information to any of its Authorised Persons, provided that it informs them beforehand of the duties of confidence under this Agreement, ensures that they undertake to the Recipient to comply with the same duties of confidence, keeps a written account of each of the disclosures, advises the Disclosers immediately it becomes aware of any breach by an Authorised Person, and gives upon any request by the Disclosers evidence of compliance with this clause. ",NDA_Street_Stream_Franchise.pdf,test
47,Yes,3. Each party may disclose Conﬁdential Information only on a need-to-know basis to its own employees and to its consultants under appropriate written burden of conﬁdentiality.  ,Non-Disclosure-Agreement-NDA.pdf,test
48,Yes,The party receiving Confidential Information (the “Receiving Party”) shall not disclose Confidential Information to any third party without the prior written consent of the party disclosing such confidential information (the “Disclosing Party”) and shall restrict dissemination of Confidential Information within its own organization to those employees who have a need to have access to the Confidential Information.  ,Non-Disclosure-form_1.pdf,test
49,Yes,"5. The Receiving Party agrees for the period specified in Section 13 that it will: a. Restrict disclosure of the Confidential Information to the minimum required number of people (such as employees, directors, officers, legal counsels, accountants or consultants who shall also be personally bound to maintain the Information in confidence); ",non-disclosure-agreement-en.pdf,test
50,Yes,"Receiving Party shall carefully restrict access to Sensitive Information to employees, contractors and third parties as is reasonably required and shall require those persons to sign nondisclosure restrictions at least as protective as those in this Agreement.  ",non-disclosure-agreement-template.pdf,test
51,Yes,"Recipient may only disclose the Confidential Information to its employees, directors, officers, agents, students (in University’s case) and consultants who have a need-to-know the Confidential Information for the Permitted Purpose, provided that they are advised of the confidential nature of the Confidential Information and are under an obligation to maintain its confidentiality.  ",Template-NDA-2-way-final-1.pdf,test
52,Yes,"Confidential Information shall only be disclosed to the Receiving Party’s employees and, even then, only to the extent that such employees have a specific need to know of the Confidential information, for the evaluation of the proposed transaction.  ",UALR-Standard-Non-disclosure-AgreementTemplate.pdf,test
53,Yes,"The foregoing notwithstanding, the Recipient may disclose classified information to its employees or contractors (hereafter Representatives) to the extent each such Representative has a need to know such information to conduct the work referenced in the Whereas clauses, and shall comply with Recipient’s obligations under this Agreement.  ",VELCO%20NDA%20rev0%20Dec%2014%202015.pdf,test
54,Yes,"1.1. For a period of three (3) years from the date of entering in to this Agreement, not to disclosure any Information or Item, in any manner whatsoever, directly or indirectly, whether in whole or in part, without the prior written consent of Disclosing Party, to any individual, firm or entity, excepting solely an individual who  (a) is an officer, director or employee of Disclosing Party or of the Recipient and  (b) has a clear need to know for purposes directly related to the Matter. You agree that you will only discuss the Matter with Mr. Al Weber, Chief Executive Officer, or Mr. Thomas V. Gilboy, Chief Financial Officer of the Disclosing Party.  Under no circumstances will you discuss the Matter, or admit that the Matter has been a topic of discussion with any other employees of the Disclosing Party, or any other third party.  ",65781_0000950123-00-009565_y41542ex99-d_3.txt,test
55,Yes,"2. Except as expressly permitted herein,  Recipient shall not disclose Confidential Information and shall prevent the disclosure of such information by Recipient or its affiliates and their respective employees, directors, counsel, advisors, agents and independent contractors (all of which collectively ""Representatives"") by using the same degree of care to keep confidential the Confidential Information as it uses to keep confidential its own confidential information.  4. Recipient shall disclose Confidential Information only to those of its Representatives who have a need to know such information for the Permitted Purpose. ",768384_0000912057-00-018619_document_8.txt,test
56,Yes,"We and our representatives will keep the Evaluation Materials completely confidential; provided, however, that  (i) any of such information may be disclosed to those of our directors, officers, employees, agents, representatives (including attorneys, accountants and financial advisors), lenders and other sources of financing (collectively, ""our representatives"") who we reasonably determine need to know such information for the purpose of evaluating a Possible Transaction between us and the Company (it being understood that our representatives shall be informed by us of the confidential nature of such information and shall be directed by us, and shall each agree to treat such information confidentially) and  ",96238_0000950116-97-001823_document_13.txt,test
57,Yes,"The Receiving Party agrees  (ii) not to divulge any such Proprietary Information or any information derived therefrom to any third person (except consultants or agents, subject to the conditions stated below),  Any employee, consultant or agent given access to any such Proprietary Information must have a legitimate ""need to know"" and shall be similarly bound in writing.  ",1002276_0001036050-99-002047_document_13.txt,test
58,Yes,"The receiving party will not disclose any of the disclosing party's Confidential Information to any employees or to any third parties except to the receiving party's employees, parent company and majority-owned subsidiaries who have a need to know and who agree to abide by nondisclosure terms at least as comprehensive as those set forth herein: provided that the receiving party will be liable for breach by any such entity.  ",934545_0000891618-99-004640_document_2.txt,test
59,Yes,Each party shall only permit access to Confidential Information of the other party to those of its employees or authorized representatives having a need to know and who have signed confidentiality agreements or are otherwise bound by confidentiality obligations at least as restrictive as those contained herein. ,1011671_0000936392-99-000246_document_46.txt,test
60,Yes,"Recipient may disclose Confidential Information to its employees and information which may be retained in non-tangible form by persons who have had access to the Confidential Information, including without limitation general ideas, concepts, know-how provided that prior agreement with such parties sufficient to require that party to treat the Confidential Information in accordance with this Agreement. ",1042282_0000893220-02-000791_e61414toexv99wxdywx1y.txt,test
61,Yes,"In implementation of the foregoing, ANUBIS shall not disclose any of the Confidential Information to any person except those for whom disclosure is necessary for the effective performance of their responsibilities as employees of agents of ANUBIS, and, in each case, only to the extent required for such effective performance of responsibilities. Each party may disclose the other party's Confidential Information to its responsible employees with a bona fide need to know, but only to the extent necessary to carry out the Business Purpose.  ",1073090_0001356564-06-000012_sorell10ksbamend2x102.txt,test
62,Yes,"3. In consideration of each and every disclosure of CONFIDENTIAL INFORMATION, the Parties agree to: (c) make no disclosures of any CONFIDENTIAL INFORMATION to any party other than officers and employees of a Party to this IRA; (d) limit access to CONFIDENTIAL INFORMATION to those officers and employees having a reasonable need for such INFORMATION and being boUnd by a written obligation to maintain the confidentiality of such INFORMATION; and ",1084000_0001144204-06-046785_v056501_ex10-16.txt,test
63,Yes,"2. It is understood that the Receiving Party may disclose any of the Confidential Information to the Receiving Party's (and its subsidiaries' and affiliates') directors, officers, employees, agents, representatives (including attorneys and financial advisors), and prospective bank or institutional lenders, (collectively, ""Representatives"") who require such material in connection with a possible or actual Transaction (provided that such Representatives shall be informed by the Receiving Party of the confidential nature of the Confidential Information and shall agree to act in accordance with the terms hereof).  Company shall limit disclosure of Highly Confidential Information to Company employees.  ",1095558_0000944209-00-000518_document_3.txt,test
64,Yes,"2. Each Recipient Party with respect to Confidential Information received by it hereunder shall: C. Not disclose Confidential Information to any person other than to one of the Recipient Party's directors, officers, employees, representatives, consultants or agents (collectively called ""Representatives"") who need to know such information for the purposes of the Evaluation, provided that each Representative shall be informed, directed and obligated by the Recipient Party to treat such information in accordance with the obligations of this agreement and the Recipient Party shall be liable for breach of any such obligation by any of its Representatives. ",1120792_0001019687-05-002206_morgan_10qex5-2.txt,test
65,Yes,(c) The undersigned Receiving Party may disclose Confidential Information only to Receiving Party's employees and consultants on a need-to-know basis.  ,1125892_0000950133-00-004441_w41075a1ex10-7.txt,test
66,Yes,"c. The receiving party shall not disclose all or any part of the disclosing party's Proprietary Information to any affiliates, agents, officers, directors, employees or representatives (collectively, ""Representatives"") of the receiving party except on a need-to-know basis.  ",1138169_0001050234-02-000002_ex10h.txt,test
67,Yes,"(a) any data or information that is supplied by either Party (which will be deemed to include, in the case of the Company, any data or information with respect to any Member of the Company supplied by the Company or such Member to the Investor in connection with the operation of the Company or the performance of any obligation, or the exercise of any rights, under the LLC Agreement or any Related Agreement), including by its Affiliates (the ""DISCLOSING PARTY""), or the agents, employees, authorized representatives or nominees thereof (such persons being referred to collectively as the REPRESENTATIVES"") to the other Party including its Affiliates (the ""RECEIVING PARTY"") (or the Representatives of the Receiving Party) including, but not limited to, information regarding: products and services planning, marketing strategies, strategic and business plans, finance, operations, customer relationships, customer profiles, sales estimates and internal performance results relating to the past, present or future business activities of the Disclosing Party and its owners, customers, clients and suppliers; Except as expressly authorized by prior written consent of the Disclosing Party, the Receiving Party shall: (a) limit access to any Confidential Information received by it solely to its Representatives who have a need to know such in connection with any current or future negotiations or arrangements between the Receiving Party and the Disclosing Party, including, without limitation in connection with the membership of the Investor in the Company and any commercial arrangements between the Investor and the Company and only for use in connection therewith.  ",1173495_0001047469-03-033872_a2118144zex-10_12.txt,test
