index,answer,text,document_name,split
7,Yes,"The Parties agree that if the negotiated transaction does not proceed within a reasonable time, or upon any request from either Party, each Party shall promptly deliver to the other Party all written Confidential Information and any other written material containing or reflecting Confidential Information and will not retain any copies, extracts or other reproductions in whole or in part of such written material.  ",Confidentiality_Non-Disclosure_Agreement.pdf,test
8,Yes,"Once confidential information or data obtained hereunder is no longer useful for the purposes described herein, Authorized Person agrees to immediately destroy all such confidential information or data maintained on any information system platform or any form of storage media subject to any schedule of retention established by the Kansas Records Board, in the following manner: ",Confidentiality_and_Non-Disclosure_Agreement_Rev_10-20-16.pdf,test
9,Yes,"With regard to the data disclosed to MDHHS under this Agreement, the MDHHS agrees to: 7. Destroy all originals and copies of potentially identifiable information, in any format, in accordance with industry standards when no longer needed.  ",Data_Use_and_Non_Disclosure_Data_Disclosed_to_MDCH_Trauma_Registry_Final_465518_7.pdf,test
10,Yes,"6. If any of the Parties determine that they do not wish to proceed or continue with the Business Under Discussion, it will promptly advise the other Party of that decision in writing or by email.  Upon receipt of such communication the Receiving Party shall destroy promptly all documents furnished and will not retain any copies, extracts or other reproductions in whole or in part of such Information.  ",eHandshake_Non_Disclosure_Agreement.pdf,test
11,Yes,"The Receiving Party shall immediately return to the Disclosing Party all written Confidential Information of the Disclosing Party and any and all records, notes and other written, printed or tangible materials pertaining to such Confidential Information upon receipt of a written request from the Disclosing Party.  ",MUTUAL_NDA.pdf,test
12,Yes,"Upon completion of the Business Purpose and/or upon written request of the party providing the Information, the other party shall within 14 days return all copies of the Information to the providing party or certify in writing that all copies of the Information have been destroyed.  ",nda_9.pdf,test
13,Yes,"[5.3 Within [5] working days following the date of effective termination of this Agreement the Recipient will destroy or return to the Discloser (at the Discloser's option) all media containing Confidential Information, and will irrevocably delete and remove all Confidential Information from its computer systems.] ",NDA-Urban_Wind_Turbines.pdf,test
14,Yes,"Each party shall, upon the completion of the purpose of this Agreement or request by the other party, return all materials received or obtained under this Agreement, including Confidential Information, and all copies and all documents containing any portion of any Confidential Information. ",NDAMutualTemplateClientFill.pdf,test
15,Yes,"Upon receipt by the Recipient of a written demand from the Disclosers: 8.1.1 the Recipient must return or procure the return to the Disclosers or, as the Disclosers may require, destroy or procure the destruction of any and all materials containing the Confidential Information together with all copies; 8.1.2 if the Disclosers requires, the Recipient must provide the Disclosers with a certificate or such other evidence as the Disclosers may reasonably require duly signed or executed by an officer of the Recipient confirming that the Recipient has complied with all of its obligations under this Agreement including about return, destruction and deletion of Confidential Information and media; 8.1.3 the Recipient must delete or procure the deletion of all electronic copies of Confidential Information; and 8.1.4 the Recipient must make, and procure that the Authorised Persons shall make, no further Use of the Confidential Information. ",NDA_Street_Stream_Franchise.pdf,test
16,Yes,"Upon the termination of the business relationship or upon request, whichever is sooner, each party shall return all of the other's Conﬁdential Information, certifying destruction of any copies or partial copies made. ",Non-Disclosure-Agreement-NDA.pdf,test
17,Yes,"Upon the termination of the Recipient for the Purpose; The Recipient will, on request from the Discloser, return all copies and records of the Confidential Information to the Discloser and will not retain any copies or records of the Confidential Information; and ",NonDisclosureAgreementNDASAMITT20190002v2.pdf,test
18,Yes,"8.1 Each party to this agreement shall execute and deliver such other documents and do such other acts and things as may be necessary or desirable to give effect to the terms and provisions of this agreement.  This may include the return and/or distraction of documents, information, files, emails and the like that came to be in his/her possession during his/her tenure as a Board- and/or Committee member, upon resignation or removal from such a position. ",SAMED%20confidentiality%20non%20disclosure%20and%20conflict%20of%20interest%20agreement%20for%20board%20and%20committee%20members%20ver%201.pdf,test
19,Yes,"Upon the termination of Covenantor's employment with Buyer, Covenantor shall immediately surrender to Buyer all notes, data, sketches, drawings, manuals, documents, records, data bases, programs, blueprints, memoranda, specifications, customer lists, financial reports, equipment and all other physical forms of expression incorporating or containing any Confidential Information, it being distinctly understood that all such writings, physical forms of expression and other things are the exclusive property of Buyer.  ",880458_0001021408-01-510269_dex1087.txt,test
20,Yes,"5. Upon termination or expiration of the Agreement, or upon written request of the other party, each party shall promptly destroy or return to the other all documents and other tangible materials representing the other's Confidential Information and all copies thereof.  ",1011671_0000936392-99-000246_document_46.txt,test
21,Yes,"Upon termination of this Agreement, or earlier upon Discloser's request, Recipient shall promptly return or destroy all documents and tangible items in its possession which contain any part of the Confidential Information of Discloser.  ",1042282_0000893220-02-000791_e61414toexv99wxdywx1y.txt,test
22,Yes,"In the event of any termination arising as a result of a breach by ANUBIS: (c) ANUBIS shall immediately return all Confidential Information to SCAM along with all literature, manual, price lists, and similar material related to the Product. ",1073090_0001356564-06-000012_sorell10ksbamend2x102.txt,test
23,Yes,"f. Any documents or materials that are furnished by or on behalf of the disclosing party, and all other Proprietary Information in whatever form, including documents, reports, memoranda, notes, files or analyses prepared by or on behalf of the receiving party, including all copies of such materials, shall be promptly returned by the receiving party to the disclosing party upon written request by the disclosing party for any reason. ",1138169_0001050234-02-000002_ex10h.txt,test
24,Yes,"Upon the request of the Disclosing Party, the Receiving Party shall  (i) destroy all memoranda, notes, records, drawings, manuals, other documents or materials and any other manifestation (and all copies thereof) pertaining to or arising from the Confidential Information in any form or medium (whether written, typewritten, recorded, electronic or otherwise) and  (ii) at the option of the Receiving Party, either return to the Disclosing Party or destroy the Confidential Information supplied by the Disclosing Party or its Representatives.  Upon the return and/or destruction of such materials, the Receiving Party agrees to certify, in writing, that all of the foregoing materials have been destroyed or surrendered to the Disclosing Party. ",1173495_0001047469-03-033872_a2118144zex-10_12.txt,test
25,Yes,"In the event that the Receiving Party decides not to proceed with a Possible Transaction, the Receiving Party will promptly inform the Disclosing Party of that decision.  In that case, or at any time upon the request of the Disclosing Party in its sole discretion and for any reason, the Receiving Party will as directed by the Disclosing Party promptly deliver, at the Receiving Party’s expense, to the Disclosing Party or destroy all Confidential Information furnished to the Receiving Party or the Receiving Party’s Representatives by or on behalf of the Disclosing Party pursuant hereto.  In the event of such a decision or request, all other Confidential Information prepared by the Receiving Party or on the Receiving Party’s behalf will be returned or destroyed and, upon the Disclosing Party’s request, the Receiving Party will provide the Disclosing Party with prompt written confirmation of the Receiving Party’s compliance with this paragraph; provided, however, that ",802724_0001193125-15-331613_d96542dex99d5.htm,test
26,Yes,"Promptly upon notice from either party that it does not wish to proceed with the Transaction, each party shall return to the other party or destroy all copies of the Evaluation Material (including all documents based thereon) in its possession or in the possession of its Representatives, except that outside counsel to the receiving party may retain one copy of the Evaluation Material for archival purposes and solely to comply with applicable law, rule or regulation.  ",1001113_0000950134-07-005231_f27921orexv99wxdyx3y.htm,test
27,Yes,"7. The parties agree that upon termination/expiry of this Agreement or at any time during its currency, at the request of the disclosing party, the receiving party shall promptly deliver to the disclosing party the Confidential Information and copies thereof in its possession or under its direct or indirect control, and shall destroy all memoranda, notes and other writings prepared by the receiving party or its Affiliates or directors, officers, employees or advisors based on the Confidential Information and promptly certify such destruction. ",1012887_0001193125-07-165503_dex99d6.htm,test
28,Yes,"10. If you determine that you do not wish to proceed with a Transaction or your evaluation hereof, you will promptly advise the Company of that decision.  In that case, or if at any time the Company so requests in writing, you will promptly (and in any event within 10 days) either, at your option,  (i) deliver to the Company all of the Evaluation Material (including all copies, reproductions, summaries, analyses or extracts thereof or based thereon) in your possession or in the possession of any of your Representatives or (ii) destroy or cause to be destroyed all such Evaluation Material in your possession or in the possession of any of your Representatives (such destruction to be acknowledged by you in writing to the Company).  ",1020416_0001193125-16-701566_d250247dex99d2.htm,test
29,Yes,"Employee agrees that all Confidential Information and all records, documents and materials relating to all Confidential Information (including all copies thereof) shall be and remain the sole and exclusive property of a Banking Organization, and upon Employee’s termination of employment, all such Confidential Information, whether in paper or electronic form, shall be returned to a Financial Institution in good condition, without Employee retaining a copy thereof, including, but not limited to, retaining an electronic copy on any electronic device regardless of whether such device is owned by Employee.  Upon termination of Employee’s employment, Employee shall immediately return to the Bank (if subsequent to the Effective Time) or Heritage (if prior to the Effective Time), all Banking Organizations documents and property, including, but not limited to, Confidential Information, computer discs, manuals, reports, files, memoranda, records, door and file keys, passwords and access codes, and any other physical or tangible things that Employee received, prepared, or helped prepare in connection with the Employee’s employment, and Employee shall not retain any copies, duplicates, reproductions or excerpts thereof.  At the Bank’s or Heritage’s request, Employee shall provide written verification under the penalties for perjury of his/her compliance with this covenant. ",1041550_0001193125-19-004977_d663808dex106.htm,test
30,Yes,"6. Company agrees, upon request, to promptly return or destroy all items relating to Confidential Information, including but not limited to, all materials, written materials, drawings, data and records provided or otherwise made available by Verenium, and all copies (in any form) thereof, with a certificate of compliance with the foregoing, executed by an appropriate officer of Company within 30 days of such request, provided that the Company may maintain a single copy of such Confidential Information within its Legal Department for archival purposes.  ",1049210_0001047469-13-009461_a2216846zex-99_d3.htm,test
31,Yes,"In the event ListFusion discontinues services, the List will be returned to Raphael and then completely destroyed, scratched, and purged from all media, including electronic storage, disk, tape, and printed documents in possession of ListFusion. ",1367408_0001367408-06-000002_risb2ex106.htm,test
32,No,"Except as allowed under Section 5, Required Disclosure, the Receiving Party shall not submit CEII obtained from the Disclosing Parties to any government agency for any reason without first obtaining written permission from the respective Disclosing Party, and then fully complying with the requirements of 18 C.F.R. §§ 388.112, 113 for requesting special treatment of the CEII. In the event that the Receiving Party is requested or required by depositions, interrogatories, requests for information or documents, subpoena, civil investigation, demand or similar process  (i) to disclose any CEII or other Confidential Information received pursuant to this Agreement,  (ii) to disclose any discussions pertaining thereto, or  (iii) to take any other action described in the last paragraph of Section 3 above, the Receiving Party shall provide to the relevant Disclosing Parties prompt written notice of such request(s) and shall use reasonable efforts to resist disclosure until an appropriate protective order may be sought.  If, in the absence of a protective order, Receiving Party is nonetheless, in the written opinion of its counsel, legally required to disclose CEII or other Confidential Information received pursuant to this Agreement, then, in such event Receiving Party may disclose such information after the Receiving Party gives the Disclosing Party written notice of the proposed disclosure and a reasonable opportunity to review the proposed disclosure. ",ceii-and-nda.pdf,test
33,No,"12. At the Disclosing Party’s request, all Information of the Disclosing Party in tangible form, or any copies thereof, that is in the possession of the Receiving Party shall be returned to the Disclosing Party or destroyed, ",850313_0000950149-07-000090_f28028toexv99wxdyx2y.htm,test
34,No,"1.2.2 “Confidential Information” means any confidential information, documentation or data of whatever nature relating to a Party or its subsidiaries which may have been or which may be obtained by or disclosed to the other Party during the course of its relationship with such Party, whether in writing, in electronic form or pursuant to discussions, including without limitation: trade secrets, know-how, marketing and advertising strategies, strategic objectives, planning or ideas, research, business activities, business relationships, products or proposed products, proposals, pricing details, strategies, customer and client details, schematics, software, computer programmes and technology, operating procedures and methodologies, designs, drawings, functional and technical requirements and specifications and any other technical, business, financial or market information or any other information which may reasonably be regarded as being confidential and of a proprietary nature to such Party or any of its subsidiaries or holding companies and; ",AfriGIS_Client-NDA_Template_2019.pdf,test
35,No,"c. The receiving party shall not disclose all or any part of the disclosing party's Proprietary Information to any affiliates, agents, officers, directors, employees or representatives (collectively, ""Representatives"") of the receiving party except on a need-to-know basis.  ",1138169_0001050234-02-000002_ex10h.txt,test
36,No,"1. The Receiving Party agrees to treat all information provided by the Providing Party in connection with the Business Under Discussion to the Receiving Partner and/or any of its partners, directors, officers, employees, affiliates, insurers, agents, advisors or auditors (the “Representatives”), regardless of the manner in which it is so furnished, together with any analyses, compilations, data, studies or other documents or records, whether of an oral, written or electronically retrievable nature (collectively the “Information”), as strictly confidential. ",eHandshake_Non_Disclosure_Agreement.pdf,test
37,No,"Recipient may disclose Confidential Information only to its employees, agents, consultants and contractors on a need-to-know basis, and only if such employees, agents, consultants and contractors have executed appropriate written agreements with Recipient sufficient to enable Recipient to enforce all the provisions of this Agreement.  ",Generic-NDA-Pitch-Deck-Fire.pdf,test
38,No,"2. All the information that  (i) is written and marked as CONFIDENTIAL, or  (ii) is disclosed verbally, and at the time of its disclosure, the Disclosing Party's identify such information to be protected in accordance with this Agreement (""Confidential Information""), shall be considered confidential and restricted property of the Disclosing Party. 5. The Receiving Party agrees for the period specified in Section 13 that it will: a. Restrict disclosure of the Confidential Information to the minimum required number of people (such as employees, directors, officers, legal counsels, accountants or consultants who shall also be personally bound to maintain the Information in confidence); ",non-disclosure-agreement-en.pdf,test
39,No,"Representative(s): means employees, agents, officers, professional advisers and Affiliates of the Recipient Party. In consideration of the mutual disclosure of Confidential Information the Recipient Party undertakes:- (d) not at any time, whether the negotiations proceed or not, to copy, disclose or otherwise make available to any third party without the written consent of the Disclosing Party, any of the Confidential Information of the Disclosing Party other than to its Representatives who are required for the Purpose to receive and consider the Confidential Information provided that the Recipient Party informs its Representatives of the confidential nature of the Confidential Information before disclosure and procures that its Representatives shall, in relation to any Confidential Information disclosed to them, comply with this Agreement as if they were the Recipient Party and the Recipient Party shall at all times be liable for the failure of any Representative to comply with the terms of this Agreement; ",Aspiegel_NDA_template.pdf,test
40,No,"Recipient may disclose Confidential Information to its employees and information which may be retained in non-tangible form by persons who have had access to the Confidential Information, including without limitation general ideas, concepts, know-how provided that prior agreement with such parties sufficient to require that party to treat the Confidential Information in accordance with this Agreement. ",1042282_0000893220-02-000791_e61414toexv99wxdywx1y.txt,test
41,No,"The Recipient acknowledges and agrees that the intellectual property and in particular, the copyright in the Confidential Information disclosed by the Discloser, including any documents, files and other items containing any Confidential Information belongs to the Discloser. This Agreement is neither to prejudice nor limit the rights of the Discloser in respect of any intellectual property rights in the Confidential Information. This Agreement is not to be construed to: Grant the Recipient any licence or rights other than as expressly set out in this Agreement in respect of the Confidential Information; nor ",NonDisclosureAgreementNDASAMITT20190002v2.pdf,test
42,No,"The receiving party will not disclose any of the disclosing party's Confidential Information to any employees or to any third parties except to the receiving party's employees, parent company and majority-owned subsidiaries who have a need to know and who agree to abide by nondisclosure terms at least as comprehensive as those set forth herein: provided that the receiving party will be liable for breach by any such entity.  ",934545_0000891618-99-004640_document_2.txt,test
43,No,"5. The Receiving Party agrees for the period specified in Section 13 that it will: a. Restrict disclosure of the Confidential Information to the minimum required number of people (such as employees, directors, officers, legal counsels, accountants or consultants who shall also be personally bound to maintain the Information in confidence); ",non-disclosure-agreement-en.pdf,test
44,No,"3. Recipient shall not, and shall cause its Representatives not to,  (b) use or permit any Confidential Information to be accessed or used for any purpose other than for the evaluation of the Purpose.  The disclosure or receipt of information pursuant hereto in no way obligates either Party to agree to any business transaction, whether or not relating to the Purpose. 10. Neither Party may assign, transfer or sell any of its rights under this Agreement, or delegate any of its obligations hereunder without the prior written consent of the other Party.  ",NDA-Template-Media-News-Group-inc.pdf,test
45,No,"2.1. Either party agrees that it shall ensure that it and its associated companies and their respective officers and employees shall keep confidential, both during and after the duration of the agreement, all information which: 2.2. Consists of any of the commercial secrets of the other party; or 2.3 Consists of any other information of a confidential nature belonging to, or connected with, the other party and its activities and clients, and designated by such party as confidential; ",NDA_ResConnect.pdf,test
46,No,"11. Nothing contained in the Agreement shall be construed as granting any rights under any patent, trademark or copyright, by license or otherwise, protecting any Information subject to this Agreement, and that this Agreement does not create a partnership, joint venture or other legal relationship between the Parties.  ",confidentiality-agreement.pdf,test
47,No,"A  Upon receipt by the Recipient of a written demand from the Disclosers: 8.1.1 the Recipient must return or procure the return to the Disclosers or, as the Disclosers may require, destroy or procure the destruction of any and all materials containing the Confidential Information together with all copies; 8.1.3 the Recipient must delete or procure the deletion of all electronic copies of Confidential Information; and 8.1.4 the Recipient must make, and procure that the Authorised Persons shall make, no further Use of the Confidential Information. ",NDA_Street_Stream_Franchise.pdf,test
48,No,"xiii) required to be disclosed pursuant to a governmental or legal requirement provided that the disclosing party gives to the other party written notice of such requirement prior to any such disclosure. No media releases, public announcements or public disclosure by either party relating to this Agreement, its subject matter or the Information, including but not limited to promotional or marketing, shall be made without the prior written consent of the other party. ",nda_9.pdf,test
49,No,"Except  (i) for such public disclosure as may be necessary, in the good faith judgment of the disclosing Party consistent with advice of counsel, for the disclosing Party not to be in violation of any applicable law, regulation or order, or  (ii) with the prior written consent of the order Party, neither Part shall: (x) make any disclosure (and each Party shall direct its Representatives not to make any disclosure) to any person of  (A) the fact that discussions, negotiations or investigations are taking or have taken place concerning a Transaction,  (B) the existence or contents of this Agreement, or the fact that either Party has requested or received Evaluation Material from the other Party, or  (C) any of the terms, conditions or other facts with respect to any proposed Transaction, including the status of the discussions or negotiations related thereto, or (y) make any public statement concerning a proposed Transaction. ",1109551_0000912057-02-024714_a2082535zex-99_d3.htm,test
50,No,"If Sensitive Information is transmitted orally, the Disclosing Party shall promptly provide a writing indicating that such oral communication constituted Sensitive Information. ",non-disclosure-agreement-template.pdf,test
51,No,"The Disclosee will procure that prior to the disclosure to any other person (including any professional advisor) of any Confidential Information, such other person is made aware of the provisions of this Agreement and the fact that the Disclosee will be liable. ",12032018_NDA_The%20Munt_EN.pdf,test
52,No,"3. In consideration of each and every disclosure of CONFIDENTIAL INFORMATION, the Parties agree to: (c) make no disclosures of any CONFIDENTIAL INFORMATION to any party other than officers and employees of a Party to this IRA; (d) limit access to CONFIDENTIAL INFORMATION to those officers and employees having a reasonable need for such INFORMATION and being boUnd by a written obligation to maintain the confidentiality of such INFORMATION; and ",1084000_0001144204-06-046785_v056501_ex10-16.txt,test
53,No,"The Receiving Party may disclose Confidential Information if required by a judicial or governmental request, requirement or order; provided that the Receiving Party will take reasonable steps to give the Disclosing Party sufficient prior notice of such request, requirement or order for the Disclosing Party to contest, limit or protect such disclosure. ",MUTUAL_NDA.pdf,test
54,No,"Nothing in this Agreement is intended to grant any rights to the Receiving Party under any patent, copyright or any other intellectual property right, nor shall this Agreement grant the Receiving Party any rights in or to the material except as expressly set forth herein and in the Consortium Agreement. ","IMOA%20Molybdenum%20Consortium%20NDA%20Agreement%20amended%20Jan%2008,%20valid%20March%2009%20onwards.pdf",test
55,No,"Neither Recipient nor its Representatives shall acquire any rights in Information by virtue of its disclosure hereunder.  No license to Recipient or its Representatives, under any trademark, patent, or other intellectual property right, is either granted or implied by the disclosure of Information under this Non-Disclosure Agreement. ",appendix-g-nda-form.pdf,test
56,No,All disclosures of Confidential Information (whether written or oral) by Party One and Party Two shall  (c) be reproduced or used by Party Two only to the extent necessary to fulfill it’s obligations hereunder.  ,NDAMutualTemplateClientFill.pdf,test
57,No,"____________________ , agrees that, in consideration for being shown or told about certain trade secrets or property belonging to Navidec, Incorporated, ____________________, shall not disclose or cause to be disclosed, disseminated or distributed any information concerning said trade secret or property to any person, entity, business or other individual or company without the prior written permission of Navidec, Incorporated. ",1023734_0000912057-96-023266_document_16.txt,test
58,No,"As used in this Agreement, the terms ""CompuCom's Confidential Information"" means proprietary or confidential information concerning the Business including, without limitation, information regarding prices charged for Products, the assets, liabilities, and financial condition of the Business, names and identities of customers and analyses of the amount and types of Products purchased by each such customer. As used in this Agreement, the terms ""Seller's Confidential Information"" means proprietary or confidential information and business secrets of Seller pertaining to its Services Business in-cluding, without limitation, information regarding prices charged for Services, copies of existing Services contracts to which Seller is a party (other than any such contracts provided to CompuCom pursuant to the provisions of the Asset Purchase Agreement) and analyses of the amount and types of Services purchased by customers. ",1021086_0000950162-99-000581_document_3.txt,test
59,No,"The Recipient's obligations under this Agreement do not apply to, and the term Confidential Information does not include, any information to the extent to which the Recipient can prove to the Disclosers’ reasonable satisfaction has been agreed by the Disclosers in writing as being excluded from Confidential Information. The Recipient shall not be in breach of its obligations under this Agreement to the extent that any Confidential Information received by it may be required by law or regulation having force of law; or the rules of any court or other body of competent jurisdiction; or any governmental body to be disclosed, provided in each case the Recipient, to the extent permitted by the foregoing requirement, immediately notifies the Disclosers in writing of any request or requirement for disclosure and of all relevant surrounding circumstances prior to disclosure and takes into account any representations made by the Disclosers in relation to the disclosure.  ",NDA_Street_Stream_Franchise.pdf,test
60,No,YOU AGREE WITH US: D) to reveal the Confidential Information only to those of your employees or third party advisers who need to know in connection with our discussions relating to the Proposed Transaction. ,Business-Sale-Non-Disclosure-Agreement.pdf,test
61,No,"2. Every contract party can disclose confidential information to the other contract party orally or in writing.  If the disclosure is in writing, the disclosing party will mark the confidential documents with the additional terms “Confidential” or “Liable to Secrecy” so that it is apparent to the other party which information is especially in need to protection. ",Confidentiality_Agreement_1.pdf,test
62,No,"1.1 “Confidential Information” refers to: 1.1.2  In respect of Information that is imparted orally, any Information that the Discloser or its representatives informed the Recipient at the time of disclosure was imparted in confidence; 1.2 “Information” means but is not limited to information and data whether concerning commercial, financial, technical or any matter provided directly or indirectly by the Discloser to the Recipient in documentary form, orally, or other electronic form. ",NonDisclosureAgreementNDASAMITT20190002v2.pdf,test
63,No,"Without granting any right or license, the Disclosing Party agrees that the foregoing clauses  (i),  (ii),  (iii) and  (v) shall not apply with respect to all obligations after five (5) years following the disclosure thereof or any information that the Receiving Party can document  ",1002276_0001036050-99-002047_document_13.txt,test
64,No,"Upon the Company's request, we shall promptly deliver to the Company or destroy all written Evaluation Materials and any other written materials without retaining, in whole or in part, any copies, extracts or other reproductions (whatever the form or storage medium) of such materials. ",96238_0000950116-97-001823_document_13.txt,test
65,No,"Subject to the terms of the NDA the Receiving Party hereby undertakes to the Disclosing Party: d) that it shall not copy or reproduce in any form any of the Confidential Information disclosed to it by the Disclosing Party, except to the extent necessary for the LOA purposes; and ",54c808c1b20e4490b1300ad2ce3b9649.pdf,test
