index,text,answer,document_name,split
9,"In addition, and conditional on completion of a transaction on terms set out below, you will be granted a second option under the Option Plan, such option being one of: (a) an option to acquire 44,757 Shares (representing approximately 0.25% of the Company's issued share capital as at the Effective Date) granted as soon as practicable following the completion of a transaction approved by the Board on terms which include an upfront payment of at least USD30,000,000 and per product downstream milestone payments of at least USD300,000,000; or (b) an option to acquire 22,378 Shares (representing approximately 0.125% of the Company's issued share capital as at the Effective Date) granted as soon as practicable following the completion of a transaction approved by the Board on terms which include an upfront payment of USD24,000,000 and per product downstream milestone payments of USD240,000,000; or (c) an option to acquire such number of Shares (falling between 0.125% and 0.25% of the Company's issued share capital as at the Effective Date as the Board shall determine in its absolute discretion) granted as soon as practicable following completion of a transaction approved by the Board on terms which include an upfront payment greater than USD24,000,000 but less than USD 30,000,000, and per product downstream milestone payments greater than USD240,000,000 but less than USD 300,000,000.",Yes,BICYCLETHERAPEUTICSPLC_03_10_2020-EX-10.11-SERVICE AGREEMENT.PDF,test
10,"During the Term of this Agreement and for two (2) years thereafter, in the event that either Party decides to sell or convey its interest in or otherwise dispose of any Prior JDA Project Patent to any Non-Affiliated Third Party, such Party will inform the other Party, who will then have the right of first refusal to purchase or otherwise acquire the sole interest at same or better terms.",Yes,FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement.pdf,test
11,"If, during said ninety (90)-day period, Affiliate notifies Network in writing of its desire to add the New Channels to this Agreement, then both parties shall work diligently together and in good faith to enter into an agreement within ninety (90) days of such notice to include the terms and conditions pursuant to which the New Channels may be distributed by Affiliate.",Yes,TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement.pdf,test
12,TKCI will have First Right of Refusal with regard to any sale or disposition of any part or the whole of companies or projects developed in relationship with this alliance.,Yes,"TURNKEYCAPITAL,INC_07_20_2017-EX-1.1-Strategic Alliance Agreement.PDF",test
13,"We have the right, exercisable by delivering written notice to the transferor within fifteen (15) days from the date of last delivery to us of the offer and any other documents we have requested, to purchase the Interest for the price and on the terms and conditions contained in the offer, except that we may substitute cash for any form of payment proposed in the offer, and will not be obligated to pay any ""finder's"" or broker's fees that are a part of the proposed Transfer.",Yes,JOINTCORP_09_19_2014-EX-10.15-FRANCHISE AGREEMENT.PDF,test
14,"Calm shall have thirty (30) business days (the ""ROFR Period"") from receipt of a ROFR Notice to exercise its ROFR with respect to the region and/or Stores described in the ROFR Notice.",Yes,XpresspaGroupInc_20190401_10-K_EX-10.28_11599457_EX-10.28_Marketing Agreement.pdf,test
15,"The Rights Notice shall specify sufficient information regarding the particulars of the issuance or sale of the Additional Securities to allow HOC to make a reasoned decision in respect of making the investment, including to the extent any such terms are determinable at such time: (i) the total number of equity securities outstanding as of the date thereof; (ii) the total number of Additional Securities which are being offered; (iii) the rights, privileges, restrictions, terms and conditions of such Additional Securities; (iv) the amount payable by HOC for the Additional Securities to which it is entitled pursuant to Section 4.1(a); and (v) the proposed closing date, and thereafter, to the extent it is not included in the Rights Notice, the Company shall immediately provide notice to HOC of such information as it is determined.",Yes,GOLDRESOURCECORP_12_11_2008-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.PDF,test
16,"Although Excite will not be required to disclose any information in violation of any nondisclosure agreement between Excite and any third party, the notice will include information sufficient to permit Sponsor to evaluate the requirements for meeting the competing offer for retail music store sponsorship of the Excite Site and to formulate a meaningful response.",Yes,N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,test
17,"If LKPL does not respond to an RFM within thirty (30) days, or cannot provide competitive terms (such as cost, credit, quality, schedule), Axiometric will be free to award the manufacturing contract to an alternate manufacturer.",Yes,LinkPlusCorp_20050802_8-K_EX-10_3240252_EX-10_Affiliate Agreement.pdf,test
18,"If during the term of this Agreement for any renewal of this Agreement (the ""Right of First Refusal Period""), Affiliate shall receive (i) any Bona Fide Offer to purchase the revenue due Affiliate under this Agreement or Affiliate's company through an asset purchase or merger (in which case Network 1 shall be subordinate to the Checkfree first refusal right), or (ii) a Bona Fide Offer to acquire or merge with or into Affiliate (in which case Network 1 shall be subordinate to the Checkfree first refusal right), Affiliate shall immediately give written notice (the ""Offer Notice"") to Network 1 of the terms and conditions of the Bona Fide Offer, including without limitation the price.",Yes,UsioInc_20040428_SB-2_EX-10.11_1723988_EX-10.11_Affiliate Agreement 2.pdf,test
19,eDiets.com will have the first right to substitute any of the following content features for any of the eight (8) content features selected above once inventory on such features becomes available.,Yes,EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement.pdf,test
20,"In addition, if BI has exercised its first right of negotiation in Section 5.2.2.a, XENCOR hereby grants and will make an eventual Business Partner do so, BII a first right to negotiate to manufacture and supply commercial Product as Principal Supplier for a period up to the [...***...], starting with the first commercial launch of the Product.",Yes,XENCORINC_10_25_2013-EX-10.24-COLLABORATION AGREEMENT (3).PDF,test
21,"If the Company wishes to purchase (and/or cause a designee to purchase) all of the ROFR Shares at the ROFR Sale Price, the Company shall deliver a notice (a ""ROFR Purchase Notice"") to the Farids Group within three (3) business day after receipt of the ROFR Sale Notice. The closing of the purchase of such ROFR Shares by the Company and/or any such designee shall take place no later than the later of (i) the purchase date set forth in the ROFR Sale Documentation and (ii) five (5) business days after delivery of the ROFR Purchase Notice, with payment for such ROFR Shares being made concurrently with such purchase to the Farids Group's account designated in the ROFR Sale Notice.",Yes,"ROCKYMOUNTAINCHOCOLATEFACTORY,INC_12_23_2019-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.PDF",test
22,"Notwithstanding the foregoing, in the event that the applicable Party decides not to file at all or not to file a continuing or other application to maintain the viability of the U.S part of a family of patents to which an application belongs, or decides to abandon or discontinue the prosecution or maintenance of any of the Joint IP Rights, such Party shall notify the other Party thereof, and such other Party may elect to continue the prosecution (including non-provisional application and PCT entry) or maintenance of such Joint IP Rights at its sole expense and in the name(s) of both Stryker and Conformis",Yes,ConformisInc_20191101_10-Q_EX-10.6_11861402_EX-10.6_Development Agreement.pdf,test
23,"If (i) RevMed does not provide the above election notice in compliance with the requirements of this Section 8.7(b), or (ii) RevMed provides notice to Sanofi that it does not intend to exercise its one-time Co-Promotion Option, then RevMed shall be deemed to have waived such one-time right to co-promote any and all Products in the Co-Promotion Territory.",Yes,RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement.pdf,test
24,"If, at any time or from time to time during the term hereof, Licensor or any stockholder in Licensor shall have received a bona fide offer from any person or entity to sell, transfer or otherwise convey all or any stock in, or assets of, Licensor which Licensor or such stockholder, as the case may be (the ""Offeree""), desires to accept, the Offeree shall first give written notice (the ""Offering Notice"") to Licensee of the financial and other terms and conditions (the ""Terms and Conditions"") of such offer.",Yes,NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment.pdf,test
25,"The ROFO Sale Notice shall include: (i) (A) the number of Shares proposed to be sold (the ""ROFO Shares""), (B) the per share purchase price in cash at which the Farids Group is prepared to Transfer such ROFO Shares (the ""ROFO Sale Price"") and (C) the date the Farids Group proposes to begin to effect such 144 Sale; and (ii) (ii) an offer to sell to the Company and/or a designee of the Company all or a portion of the ROFO Shares at the ROFO Sale Price.",Yes,"ROCKYMOUNTAINCHOCOLATEFACTORY,INC_12_23_2019-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.PDF",test
26,"Cargill shall have the first option to prepare, file, prosecute, and maintain patent applications and issued/granted patents on Bioamber Improvements and Joint Improvements, which option may be waived in whole or in part.",Yes,BIOAMBERINC_04_10_2013-EX-10.34-DEVELOPMENT AGREEMENT (1).pdf,test
27,"Upon the Effective Date, Harpoon hereby grants to AbbVie the exclusive right, but not the obligation, to obtain the licenses set forth in Section 5.1.3 (the ""License Option"").",Yes,HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement.PDF,test
28,"In the event Franchisee or the Principals wish to accept a bona fide offer from a third party to purchase all or substantially all of the assets constituting the Franchised Restaurant or of the majority of the voting stock of the Franchisee, the proposed transferor(s) shall give BKC written notice setting forth the name and address of the prospective purchaser, the price and terms of the offer together with a franchisee application completed by the prospective purchaser, a copy of the Purchase and Sale Agreement, executed by both the seller and purchaser, and all exhibits, copies of any real estate purchase agreement or agreements, proposed security agreements and related promissory notes, assignment documents, and any other information that BKC may request in order to evaluate the offer.",Yes,INTERNATIONALFASTFOODCORP_04_04_1997-EX-99-FRANCHISE AGREEMENT.PDF,test
29,"CERES is hereby granted a first option, to be exercised by written notice within thirty (30) days from CERES-IGER Collaboration Agreement<omitted>IGER's aforementioned written report or such other time period as the Parties may agree to be granted the same right as set forth in Article 5.3 to commercialize any results of such activities.",Yes,"CERES,INC_01_25_2012-EX-10.20-Collaboration Agreement.PDF",test
30,"pon Sanofi's exercise of the Option, [***] accordingly subject to the license granted to Sanofi under Section 3.1(a) and the payment obligations therefor pursuant to this Agreement.",Yes,RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement.pdf,test
31,"In the event HOC fails to provide the Financing Election as set forth above, the Company shall be free to obtain such financing from one or more additional parties, free of any obligation to HOC.",Yes,GOLDRESOURCECORP_12_11_2008-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.PDF,test
32,"If BII provides XENCOR written notice of its exercise of the first right to negotiate within [...***...] after receipt of such written notice from XENCOR, then for a period of [...***...] following such written notice from BII or such longer period as agreed in writing by BII and XENCOR (or its Business Partner) (the ""Clinical Negotiation Period""), XENCOR (or its Business Partner) and BII will negotiate in good faith an agreement for the manufacture and supply of Product for use in Phase 2 and 3 clinical trials, at market rate terms and conditions common for the contract manufacture of monoclonal antibodies within the contract manufacturing industry, to be mutually agreed in writing by the Parties.",Yes,XENCORINC_10_25_2013-EX-10.24-COLLABORATION AGREEMENT (3).PDF,test
33,We will not exercise a right of first refusal with respect to a proposed Transfer of less than a controlling interest to a member of a Principal Owner's immediate family or to your key employees.,Yes,JOINTCORP_09_19_2014-EX-10.15-FRANCHISE AGREEMENT.PDF,test
34,"After the expiry of the five (5) year period, if a Party intends to sell any or all of its shares of the JVC (the ""Transferor""), it shall first make an offer by a written notice to the other Parties (the ""Transferee"") to purchase such shares and the other Parties shall have the right to purchase the offered shares in proportion of their existing shareholding. .",Yes,IMPCOTECHNOLOGIESINC_04_15_2003-EX-10.65-JOINT VENTURE AGREEMENT.PDF,test
35,"Promptly upon receipt of notice from Pfizer, Exact and Pfizer shall engage in exclusive good faith negotiations to enter into a definitive written agreement for the Ex-US Commercial Rights.",Yes,ExactSciencesCorp_20180822_8-K_EX-10.1_11331629_EX-10.1_Promotion Agreement.pdf,test
36,"If, for any reason, this Agreement is not terminated pursuant to this Section 17, and the Agreement is assumed, or assignment of the same to any person or entity who has made a bona fide offer to accept an assignment of the Agreement is contemplated, pursuant to the U.S. Bankruptcy Code, then notice of such proposed assignment or assumption, setting forth: (a) the name and address of the proposed assignee; and (b) all of the terms and conditions of the proposed assignment and assumption; must be given to us within twenty (20) days after receipt of such proposed assignee's offer to accept assignment of the Agreement; and, in any event, within ten (10) days before the date application is made to a court of competent jurisdiction for authority and approval to enter into such assignment and assumption.",Yes,"GOOSEHEADINSURANCE,INC_04_02_2018-EX-10.6-Franchise Agreement.PDF",test
37,"If AIRSOPURE fails to notify You of its election to exercise its right of first refusal granted herein within the thirty day period, then You may sell the franchise rights and license or the stock for the amount of the bona fide offer, subject to AIRSOPURE's rights under Section 12.02 above. Any material change in the terms or conditions of any offer prior to closing shall constitute a new offer subject to AIRSOPURE's right of first refusal described herein. If You fail to consummate the transaction within 30 days from the earlier of: (a) receipt of notice from AIRSOPURE that it elects not to exercise its right of first refusal, or (b) expiration of the 15 day period referred to herein, then You must resubmit the proposed transaction to AIRSOPURE, and AIRSOPURE shall have a new 15 day review period and right of first refusal.",Yes,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FRANCHISE AGREEMENT.PDF,test
38,"Once the Alternate Supplier is qualified pursuant to this Section 2.15, SutroVax shall have the first right (as between SutroVax and Sutro or Third Parties supplied or authorized by Sutro) to obtain Extract Manufactured by the Alternate Supplier up to the Capacity established pursuant to the Transfer Addendum for a period ending the later of [***] or [***], and provided SutroVax commits to [***] or [***].",Yes,"VAXCYTE,INC_05_22_2020-EX-10.19-SUPPLY AGREEMENT.PDF",test
39,"If Hydraspin desires to enter a new territory in the United States, Hydraspin will offer Distributor the first opportunity to become the exclusive distributor for the new territory.",Yes,WaterNowInc_20191120_10-Q_EX-10.12_11900227_EX-10.12_Distributor Agreement.pdf,test
40,Monsanto may consummate a Roundup Sale with any third party only if such Roundup Sale is made pursuant to the acceptance by Monsanto of a Roundup Superior Offer.,Yes,Monsanto Company - SECOND A&R EXCLUSIVE AGENCY AND MARKETING AGREEMENT .PDF,test
41,"SpinCo shall have the sole right to determine the content contained in future editions of the Steam Book, provided, however, that SpinCo will provide RemainCo with a right of first refusal to collaborate with SpinCo to provide content related to nuclear subject matter in the forty-third (43rd) edition of the Steam Book, with allocation of costs and revenues and any attribution and Copyright ownership with respect to RemainCo contributed content to be negotiated in good faith by the Parties.",Yes,"BABCOCK_WILCOXENTERPRISES,INC_08_04_2015-EX-10.17-INTELLECTUAL PROPERTY AGREEMENT between THE BABCOCK _ WILCOX COMPANY and BABCOCK _ WILCOX ENTERPRISES, INC..PDF",test
42,"If by the expiration of the ROFO Transfer Period, the Farids Group has not completed the Transfer of any ROFO Shares at the ROFO Sales Price or a higher price, in order for the Farids Group to Transfer such ROFO Shares (or any other Shares) it shall be necessary for a new ROFO Sale Notice or ROFR Sale Notice to be delivered, and the terms and provisions of this Article VII to be again complied with.",Yes,"ROCKYMOUNTAINCHOCOLATEFACTORY,INC_12_23_2019-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.PDF",test
43,"Should Company introduce other products or devices as contemplated by recital paragraph ""A"", Distributor shall have the option of becoming Company's exclusive distributor of such other Products or devices within the Market.",Yes,LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT.PDF,test
44,"You agree that, at our option, you will sell to us any or all your assets used to operate the Franchised Business (including equipment, fixtures, furnishings, Delivery Vehicles, supplies, and inventory) that we ask in writing to purchase. 16.2.1. The purchase price for such items will be equal to your depreciated cost (determined below) or fair market value, whichever is less. The cost will be determined based upon a five (5) year straight-line depreciation of original costs. For equipment that is five (5) or more years old, the parties agree that fair market value will be deemed to be ten percent (10%) of the equipment's original cost. The fair market value of tangible assets must be determined without reference to good will, going-concern value, or other intangible assets. Page 32 of 39 Source: PF HOSPITALITY GROUP INC., 10-12G, 9/23/2015 16.2.2. We may exercise this option by delivering a notice of intent to purchase to you within 30 days after the expiration or termination of this Agreement. During that 30-day period, you agree not to dispose of, transfer, or otherwise hinder our ability to exercise our rights with respect to your assets. 16.2.3. If we exercise our option to purchase, we may setoff all amounts due to us under this Agreement and the cost of the appraisal (if any), against any payment due to you. 16.2.4. If we do not exercise our rights to purchase your Delivery Vehicle(s), you must immediately make such modifications or alterations to the Delivery Vehicle(s) that may be needed to remove any Proprietary Marks and to otherwise distinguish the appearance of the vehicle(s) from those used by other Restaurants.",Yes,PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1.pdf,test
45,"The Parties shall then negotiate in good faith an agreement to exclusively license the particular PFHOF Work. If the Parties reach an agreement within thirty (30) days, then the applicable license shall be subject to the terms and conditions of this Agreement and the Village Media Company shall pay to PFHOF a License Fee for such license in accordance with this Agreement. If the Parties cannot reach an agreement within thirty (30) days, then PFHOF shall have the right to exploit or license the PFHOF Work itself.",Yes,GpaqAcquisitionHoldingsInc_20200123_S-4A_EX-10.6_11951677_EX-10.6_License Agreement.pdf,test
46,"Upon expiration or termination of this Agreement for any reason, Eutectix shall have the option to purchase some or all of the Licensed Equipment at fair market value, less any amounts owed to Eutectix by Liquidmetal, except the equipment listed under Section 2.1(b) above.",Yes,LiquidmetalTechnologiesInc_20200205_8-K_EX-10.1_11968198_EX-10.1_Development Agreement.pdf,test
47,"During the Term (including any renewal Term, if any), in the event that MusclePharm shall determine to develop and introduce a new Product into the market, MusclePharm shall provide the AS Parties with a sample of the name, design, marketing plan and an actual sample of such new Product (the ""Sample"") and the AS Parties shall have a right of first refusal (exercisable by written notice to MusclePharm within 15 days after receipt of the Sample) to include such new Product in the AS Product Line, it being understood that there shall initially be no less than four (4) Products at the start of the Term and thereafter no more than 8 (eight) Products in the AS Product Line without the mutual written agreement of the parties hereto.",Yes,MusclepharmCorp_20170208_10-KA_EX-10.38_9893581_EX-10.38_Co-Branding Agreement.pdf,test
48,FSL and AFSL may not exercise the Put Option prior to the Option Starting Date nor more than one hundred eighty (180) days after the Option Starting Date.,Yes,"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT.PDF",test
49,"FSL or AFSL may not exercise the Put Option for less than one hundred percent (100%) of the Shares held by both FSL and AFSL or any Affiliate of FSL or AFSL, as the case may be.",Yes,"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT.PDF",test
50,"If COMPANY proposes to sell any equity securities or securities that are convertible into equity securities of COMPANY (collectively, ""Equity Securities"") in any new round of financing, then COMPANY shall offer JHU and/or its Assignee (as defined below) an opportunity to purchase either: (i) up to that portion of the Equity Securities that equals JHU's then current, fully-diluted percentage ownership interest in COMPANY, or (ii) if the percentage offered for sale by COMPANY is less, then up to five percent (5%) of the Equity Securities offered for sale.",Yes,VirtuosoSurgicalInc_20191227_1-A_EX1A-6 MAT CTRCT_11933379_EX1A-6 MAT CTRCT_License Agreement.pdf,test
51,"For the Term of this Agreement, Fox hereby grants to Licensee a right of first negotiation with respect to those theatrical motion pictures released during the Term of this Agreement (in addition to the Properties identified in Exhibit A) in which (i) Fox owns or controls licensing and merchandising rights, for which Fox determines in its sole discretion to grant to any third party any licensing rights for the development and distribution of wireless products, and (ii) which theatrical motion pictures Fox reasonably deems to be a Major Release consistent with its past practices.",Yes,GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1.pdf,test
52,"If BII provides XENCOR written notice of its exercise of the first right to negotiate within [...***...] after receipt of such written notice from XENCOR, then for a period of [...***...] following such written notice, or such longer period as agreed in writing by BII and XENCOR (or its Business Partner) (the ""Commercial Negotiation Period""), XENCOR (or its Business Partner) and BII will negotiate in good faith an agreement for the manufacture and supply of commercial Product as Principal Supplier, at market rate terms and conditions common for the contract manufacture of monoclonal antibodies within the contract manufacturing industry to be mutually agreed in writing by the Parties.",Yes,XENCORINC_10_25_2013-EX-10.24-COLLABORATION AGREEMENT (3).PDF,test
53,If the Company does not timely deliver a ROFO Purchase Notice it shall be deemed to have waived all of its rights with respect to the offer contained in the ROFO Sale Notice.,Yes,"ROCKYMOUNTAINCHOCOLATEFACTORY,INC_12_23_2019-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.PDF",test
54,"Throughout the Term and for a period of six (6) months after the expiration or termination of this Agreement, Calm shall have a right of first refusal to expand the rights and obligations described in this Agreement to any Stores outside the Territory (the ""ROFR"").",Yes,XpresspaGroupInc_20190401_10-K_EX-10.28_11599457_EX-10.28_Marketing Agreement.pdf,test
55,"The purchase price for the Call Shares (the ""Call Option Price"") shall be the greater of (x) the amount in Japanese Yen equal to the Net Book Value as of the most recently completed month end prior to the Call Closing Date, minus the Net Book Value as of the most recently completed month end prior to the Effective Date, multiplied by the number of Call Shares, or (y) one Japanese Yen (¥1).",Yes,"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT.PDF",test
56,"In the event that the Responsible Party elects to abandon any applicable Patent, the Responsible Party shall notify the Review Party in writing (such notice, an ""Abandonment Notice"") at least [***] ([***]) days prior to any filing or payment due date or any other due date that requires action to prevent loss of rights, and in the event that the Review Party provides the Responsible Party with written notice within [***] ([***]) days of receipt of the applicable Abandonment Notice, the Review Party shall thereafter have the right, [***], to conduct such filing, prosecution and maintenance for the applicable Patent.",Yes,Microgenics Corporation - Collaborative Development and Commercialization Agreement.PDF,test
57,The Manufacturer agrees to offer the Customer the first right of refusal to purchase the intellectual property for the products listed in Schedule A of this agreement based upon agreed terms.,Yes,AgapeAtpCorp_20191202_10-KA_EX-10.1_11911128_EX-10.1_Supply Agreement.pdf,test
58,"If, however, Adaptimmune Limited timely exercises its option, but MD Anderson and Adaptimmune Limited are unable to agree upon the terms of the license during the Negotiation Period, Adaptimmune Limited's right to exclusively license such Invention will terminate, and MD Anderson will be free to enter into a license with any other party (subject to the grant of the non-exclusive license above).",Yes,ADAPTIMMUNETHERAPEUTICSPLC_04_06_2017-EX-10.11-STRATEGIC ALLIANCE AGREEMENT.PDF,test
59,"Richard Smith, MD will be given first consideration as a principal investigator for all new Product or Product- related clinical studies, in addition to other sites provided final site selection will be based on the best interest of the Project.",Yes,ArtaraTherapeuticsInc_20200110_8-K_EX-10.5_11943350_EX-10.5_License Agreement.pdf,test
60,"Should Licensee agree to be the vendor for an Additional Title, Licensor and Licensee will negotiate in good faith to mutually agree upon the pricing and terms for each Additional Title in an amendment to this Agreement.",Yes,IdeanomicsInc_20160330_10-K_EX-10.26_9512211_EX-10.26_Content License Agreement.pdf,test
