index,text,answer,document_name,split
4,"You will take such action as may be necessary to cancel or assign to us or our designee, at our option, any assumed name rights or equivalent registration filed with state, city, or county authorities which contains the name ""Buffalo Wild Wings,"" ""bw-3"" or any Mark, and you will furnish us with evidence satisfactory to us of compliance with this obligation within thirty (30) days after termination or expiration of this Agreement.",Yes,BUFFALOWILDWINGSINC_06_05_1998-EX-10.3-FRANCHISE AGREEMENT.PDF,test
5,"PACIFICAP ENTERTAINMENT AGREES that all television shows, DVD Magazines, Internet Streaming Video Television Shows, Television Shorts, Radio Shows, Radio Shorts, Cell Phone Video Clips, Caller ID Video Clips, Promotional Commercials, Websites, Streaming Video Commercials, Streaming Video Highlight Shows, 24 Hour Nostalgia Sports Network, DVD Program Package, Television Show Series, stock footage library, and print promotional posters, created and or produced with any content provided by PACIFICAP ENTERTAINMENT are wholly owned by THE HENRY FILM AND ENTERTAINMENT CORPORATION.",Yes,PacificapEntertainmentHoldingsInc_20051115_8-KA_EX-1.01_4300894_EX-1.01_Content License Agreement.pdf,test
6,"Licensee further agrees to execute one or more copyright assignments at Fox's request, or any other subsequent document as further evidence of this assignment, and to cooperate with Fox in perfecting the assignment of any rights to the Fox Intellectual Property, and hereby appoints Fox as its attorney-in-fact to execute any documents required in connection with such assignment.",Yes,GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1.pdf,test
7,"Upon Assignee's reasonable request and at Assignee's sole cost and expense, Assignor shall (i) provide any further assistance reasonably necessary to effect the assignment of all rights, title and interest in and to the Assigned Marks to Assignee, including, but not limited to, the execution of any further documents and instruments, and (ii) take such other actions as are reasonably necessary to document the aforesaid assignment and transfer to Assignee.",Yes,"ARMSTRONGFLOORING,INC_01_07_2019-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.PDF",test
8,"In the event that the Agreement is terminated pursuant to Section 16.a.v due to e-centives' acquisition by an Excite@Home Named Competitor, or by an entity controlling or controlled by an Excite@Home Named Competitor, e-centives shall transfer all of its right, title and interest in and to the Payment-Eligible User Data to Excite.",Yes,InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement.pdf,test
9,The parties intend that any and all goodwill in the Brand arising from Licensee's or any applicable sublicensees' Permitted Activity shall inure solely to the benefit of Licensor.,Yes,MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.pdf,test
10,"To the extent not a work-for- hire, Company, its employees, subcontractors and agents hereby sell, assign and transfer to Reed's all right, title and interest in and to the Work Product, including without limitation, all rights to Intellectual Property therein.",Yes,ReedsInc_20191113_10-Q_EX-10.4_11888303_EX-10.4_Development Agreement.pdf,test
11,"FCE will assign, and hereby assigns, to ExxonMobil ownership of Program Results.",Yes,FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement.pdf,test
12,"Licensee shall, within [***] ([***]) days of the effective date of termination of the Agreement at the latest (and at no cost to Bioeq if this Agreement is terminated by Bioeq pursuant to Sections 15.2.1, 15.2.2, 15.2.3, 15.2.4, 15.2.8 or 15.2.9, or by Licensee pursuant to Section 15.2.5, or at Bioeq's cost and expense if this Agreement is terminated by Licensee pursuant to Sections 15.2.1, 15.2.6, 15.2.7 or 15.2.8, as applicable) transfer and assign to Bioeq or its designee all of Licensee's right, title and interest in and to any and all Biologics License Applications and Biologics License Application Approvals controlled by Licensee for the Licensed Products in the Field in the Territory as of the effective date of such termination, including any and all documentation pertaining to such filings and Biologics License Application Approvals (provided that the physical or electronic transfer of files and documentation in connection with such transfer and assignment of rights may occur after such [***] ([***]) day period without being deemed a breach of this Section 15.3.2 by Licensee).",Yes,CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement.pdf,test
13,"The Consultant will assist the Company in obtaining and enforcing, for the Company's own benefit, patents, copyrights and any other protections in any and all countries for any and all Works made by the Consultant (in whole or in part) the rights to which belong to or have been assigned to the Company.",Yes,"CORALGOLDRESOURCES,LTD_05_28_2020-EX-4.1-CONSULTING AGREEMENT.PDF",test
14,The Developer recognizes that the complete Intellectual Property of the project belongs to the Client,Yes,ClickstreamCorp_20200330_1-A_EX1A-6 MAT CTRCT_12089935_EX1A-6 MAT CTRCT_Development Agreement.pdf,test
15,"IAC shall cooperate fully with Sonos and execute such further instruments, documents and agreements and give such further written assurances, as may be reasonably requested by Sonos, at Sonos' expense, to perfect the foregoing assignment and obtain and enforce assigned Intellectual Property Rights.",Yes,"Sonos, Inc. - Manufacturing Agreement .PDF",test
16,"Customer agrees to and hereby does irrevocably transfer, assign and convey, and shall cause its Personnel to irrevocably transfer, assign and convey, all rights, title and interest in and to each of the Manufacturer-Owned Improvements and Developments to Manufacturer free and clear of any encumbrances, and Customer agrees to execute, and shall cause its Personnel and subcontractors to execute, all documents necessary to do so. All such assignments shall include existing or prospective Intellectual Property rights therein in any country.",Yes,UpjohnInc_20200121_10-12G_EX-2.6_11948692_EX-2.6_Manufacturing Agreement_ Supply Agreement.pdf,test
17,"Improvements that (i) relate specifically to BII Confidential Information and Know-How, and (ii) do not relate to XENCOR Confidential Information and Know­How (collectively, ""BII Intellectual Property"") will be exclusively owned by BII, and BII shall control patent prosecution and maintenance thereof.",Yes,XENCORINC_10_25_2013-EX-10.24-COLLABORATION AGREEMENT (3).PDF,test
18,Licensee acknowledges and agrees Fox shall be the exclusive owner of these rights as a work made for hire.,Yes,GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1.pdf,test
19,"Following such transfer, Licensee shall have the sole right and shall use Commercially Reasonable Efforts to maintain such Regulatory Approvals for the Licensed Product in the Field in the Territory at Licensee's expense (subject to the remainder of this Section 4.4), and shall have the sole right to communicate and correspond with Regulatory Authorities in the Territory in connection therewith, in each case, in consultation with Bioeq.",Yes,CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement.pdf,test
20,"Consultant agrees to assist Company, or its designee, at the Company's expense, in every proper way to secure the Company's rights in Inventions in any and all countries, including the disclosure to the Company of all pertinent information and data with respect thereto, the execution of all applications, specifications, oaths, assignments and all other instruments that the Company may deem necessary in order to apply for, register, obtain, maintain, defend, and enforce such rights, and in order to deliver, assign and convey to the Company, its successors, assigns and nominees the sole and exclusive right, title, and interest in and to all Inventions and testifying in a suit or other proceeding relating to such Inventions.",Yes,"DRIVENDELIVERIES,INC_05_22_2020-EX-10.4-CONSULTING AGREEMENT.PDF",test
21,"If MacroGenics terminates this Agreement pursuant to Section 16.2, 16.4, or pursuant to Section 16.5 for cause based on material breach by Green Cross:<omitted>(v) for the Products (including, without limitation, MGAH22), Green Cross shall assign and promptly transfer to MacroGenics, at no expense to MacroGenics, all of Green Cross' right, title and interest in and to (A) all regulatory filings (such as INDs, CTAs and drug master files), Regulatory Approvals, and clinical trial agreements (to the extent assignable and not cancelled) for such Products(s), to the extent that MacroGenics elects to continue development of such Product(s); (B) all data, including clinical data, materials and information of any kind<omitted>or nature whatsoever, in Green Cross' possession or in the possession of its Affiliates or its or their respective agents related to such Product(s); (C) all trademarks related to such Products (if such termination occurs after approval of such trademark by a Regulatory Authority); and (D) all material information, and any other information reasonably requested and required by MacroGenics, relating to the manufacture of such Products;",Yes,MACROGENICSINC_08_02_2013-EX-10-COLLABORATION AGREEMENT.PDF,test
22,"Turpin shall, at the Company's request, assist with, execute and deliver all further documents, applications, declarations, verifications, submissions, transfers and assignments and do all other things requested by the Company, acting reasonably, during the term hereof and thereafter, at the expense of the Company, but without additional compensation, to enable the Company or its nominees to apply for, acquire, prosecute, perfect, enforce and/or maintain any and all right, title and interest, in any country, in and to the Confidential Information, the Work Product and the Intellectual Property Rights in same.",Yes,"KNOWLABS,INC_08_15_2005-EX-10-INTELLECTUAL PROPERTY AGREEMENT.PDF",test
23,"Distributor shall promptly inform Erchonia of any suggested modifications or improvements to the Products and shall, upon Erchonia's request and at Erchonia's expense, execute any documents necessary or appropriate to assign or confirm that all intellectual property rights in any modification<omitted>or improvement related to the Products are fully vested in Erchonia.",Yes,InnerscopeHearingTechnologiesInc_20181109_8-K_EX-10.6_11419704_EX-10.6_Distributor Agreement.pdf,test
24,"Except with regard to the foregoing joint Inventions or methods, each party hereby assigns to the other, by way of present and future assignment, all of the right, title and interest (including all Intellectual Property Rights therein) that it has or may have in any such Invention that is jointly Derived and that is subject to ownership by the other party.",Yes,SEASPINEHOLDINGSCORP_10_10_2018-EX-10.1-SUPPLY AGREEMENT.PDF,test
25,"Works means, collectively, any work product (of any type), software, developments, processes, improvements, and all works of authorship, in whole or in part, whether patentable or not and whether copyrightable or not created as services provided directly to ISA or on behalf of ISA by Rubicon, which (i) are conceived or made by Rubicon, its employees, contractors, consultants or agents during the Term and relate directly to the business in which ISA and Rubicon(during the Term by ISA) are, had been or were proposing to be engaged in; or (ii) are conceived or made by Rubicon, its employees, contractors, consultants or agents during or after the Term and are made through the use of any ISA Confidential Information, or which result from any work performed by Rubicon, its employees, contractors, consultants or agents for ISA.",Yes,"DUOSTECHNOLOGIESGROUP,INC_04_21_2009-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.PDF",test
26,"Investor shall own all right, title and interest in any Improvement made jointly by Company and Investor (""Joint Improvements"") during the term of this IP Agreement, and Company agrees to and hereby does assign to Investor any right, title and interest it may otherwise have in any Joint Improvement.",Yes,RareElementResourcesLtd_20171019_SC 13D_EX-99.4_10897534_EX-99.4_Intellectual Property Agreement.pdf,test
27,"In addition, the following provisions shall survive termination of this Agreement for any reason: Astellas shall assign or cause to be assigned to FG (or if not so assignable, Astellas shall take all reasonable actions to make available to FG) all regulatory filings and registrations (including MAAs and Marketing Approvals) with respect to the Lead Compounds that have been filed or made by or under authority of Astellas, and the rights in trademark with respect to each Lead Compound as provided for in Section 4.4.1, in each case such assignment (or availability)<omitted>shall be made within [ * ] after the notice of termination.",Yes,FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT.PDF,test
28,"Surgical agrees that, at the request of Imprimis, Surgical will execute all such documents and perform all such acts as Imprimis or its duly authorized agents may reasonably require: (a) to effect the assignment of Work Product as agreed above; (b) to apply for, obtain, and vest in the name of Imprimis alone patents, patent applications, copyrights or other intellectual property rights in any country and (c) at Imprimis' expense, to assist Imprimis in prosecuting any such rights.",Yes,"SightLife Surgical, Inc. - STRATEGIC SALES & MARKETING AGREEMENT.PDF",test
29,"Upon the request of the Company and at the Company's expense, the Consultant shall execute such further assignments, documents and other instruments as may be necessary or desirable to fully and completely assign all Inventions to the Company and to assist the Company in applying for, obtaining and enforcing patents or copyrights or other rights in the United States and in any foreign country with respect to any Invention.",Yes,PANDIONTHERAPEUTICSHOLDCOLLC_05_22_2020-EX-10.17-CONSULTING AGREEMENT.PDF,test
30,"About shall own and retain all right, title and interest in and to any About User data generated within the About Network (other than the Insurance Center), and nothing in this Agreement shall confer in eBix any right, title or interest in or to the About User Data (other than the Insurance Center and except to the extent that it is duplicative of About Customer Data).",Yes,EbixInc_20010515_10-Q_EX-10.3_4049767_EX-10.3_Co-Branding Agreement.pdf,test
31,"If any Materials created under this Agreement are not legally capable of being a work-made-for-hire under the applicable copyright laws, then all right, title, and interest in such Materials is hereby assigned to Papa John's and CELEBRITY or ABG will execute any documents consistent herewith necessary to perfect such assignment.",Yes,PapaJohnsInternationalInc_20190617_8-K_EX-10.1_11707365_EX-10.1_Endorsement Agreement.pdf,test
32,"You acknowledge and agree that, in consideration for the right to use the System and our expertise in the field, if you, any of your employees or any Unit Franchisees in the Master Territory develop any new concept, process or improvement in the operation or promotion of the Franchised Business, you will promptly notify us and provide us with all necessary information concerning same, without any compensation to you, your employee or Unit Franchisee.",Yes,SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement1.pdf,test
33,"If the arbitrator determines that any Outstanding Patent should be or should have been, as applicable, an Assigned Patent, Seller shall (and shall cause the other Seller Parties to) assign such Patent to the Purchaser Assignees in accordance with Section 2.1(b)(iii)(E).",Yes,ZEBRATECHNOLOGIESCORP_04_16_2014-EX-10.1-INTELLECTUAL PROPERTY AGREEMENT.PDF,test
34,"Upon termination of this Agreement for any reason except as set forth in Section 17.4 below (and, if applicable, in respect of that country in respect of which termination occurs):<omitted>(d) EKR shall assign to PPI free of charge any domain name registrations it has registered pursuant to Section 8.5;",Yes,"PACIRA PHARMACEUTICALS, INC. - A&R STRATEGIC LICENSING, DISTRIBUTION AND MARKETING AGREEMENT .PDF",test
35,"In the event LEA shall be deemed to have acquired any ownership rights in the Licensed Intellectual Property, the LEA shall assign, and agrees to execute all documents reasonably requested by T&B to assign, all such rights in the Licensed Intellectual Property to T&B or its nominee.",Yes,LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.pdf,test
36,"Recipient hereby assigns and agrees to assign all Recipient's rights in any Intellectual Property to the Company. Recipient hereby grants to the Company power of attorney for the purpose of assigning all Recipient's rights in Intellectual Property to the Company for the purposes of filings, registrations and other formalities deemed necessary by the Company to prosecute, protect, perfect or exploit its ownership and interests in Intellectual Property. Recipient further agrees to execute, acknowledge and deliver any documentation, instruments, specifications or disclosures necessary to assign, prosecute, protect, perfect or exploit the Company ownership of Intellectual Property.",Yes,WOMENSGOLFUNLIMITEDINC_03_29_2000-EX-10.13-ENDORSEMENT AGREEMENT.PDF,test
37,"Conformis agrees to assign and hereby assigns to Stryker all right, title and interest in and to all Improved Stryker Background IP in which ownership in same has vested in<omitted>Conformis by operation of law or by assignment by its employees or consultants; and to facilitate such assignment to Stryker, Conformis agrees (i) to regularly ensure that its employees and consultants timely make any appropriate assignments to it of that which constitutes Improved Stryker Background IP, and (ii) at Stryker's reasonable request, to execute and have its employees and consultants execute, as necessary, all assignments and any other documentation necessary to perfect title in Stryker of such Improved Stryker Background IP.",Yes,ConformisInc_20191101_10-Q_EX-10.6_11861402_EX-10.6_Development Agreement.pdf,test
38,"Client shall own all content produced pursuant to Section 1.1(f) (whether or not actually used), and EFS hereby assigns to Client all right, title and interest, including all rights in copyright, in and to the photographs and materials, and agrees to cooperate with all reasonable requests by Client, and take all reasonable actions, to effect or perfect such assignment.",Yes,PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement1.pdf,test
39,"Supplier agrees to assign (and cause its employees or permitted subcontractors to assign), and does hereby assign, any and all rights, title and interests of Supplier in, to or under any Inventions to Customer.",Yes,ParatekPharmaceuticalsInc_20170505_10-KA_EX-10.29_10323872_EX-10.29_Outsourcing Agreement.pdf,test
40,"To the fullest extent permitted by law, Vyera shall, and hereby does, assign all of its right title and interest in and to any and all Inventions to CytoDyn",Yes,CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement.pdf,test
41,"Consultant agrees that if Company is unable because of Consultant's unavailability, mental or physical incapacity, or for any other reason, to secure Consultant's signature to apply for or to pursue any application or registration for any intellectual property rights covering any Invention, then Consultant hereby irrevocably designates and appoints Company and its duly authorized officers and agents as Consultant's agent and attorney-in-fact, to act for and in Consultant's behalf<omitted>to execute and file any such applications and to do all other lawfully permitted acts to further the prosecution and issuance of such intellectual property rights thereon with the same legal force and effect as if executed by Consultant.",Yes,"KIROMICBIOPHARMA,INC_05_11_2020-EX-10.23-CONSULTING AGREEMENT.PDF",test
42,"As regards Intellectual Property created by Rubicon, Rubicon acknowledges and agrees that those Works, as defined below, shall belong exclusively to ISA subject to payment in accordance with clause 4.2",Yes,"DUOSTECHNOLOGIESGROUP,INC_04_21_2009-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.PDF",test
43,"CONSULTANT shall promptly disclose such Work Product to the Chief Executive Officer of the Company and, at the Company's expense, perform all actions reasonably requested by the Chief Executive Officer of the Company (whether during or after the consultancy) to establish and confirm such ownership (including assignments, consents, powers of attorney and other instruments).",Yes,"MEDALISTDIVERSIFIEDREIT,INC_05_18_2020-EX-10.1-CONSULTING AGREEMENT.PDF",test
44,"Effective as of the applicable Closing Date, the Seller hereby sells, assigns, transfers, conveys and delivers all of its right, title, and interest in and to the Assigned IP (together with the goodwill of the business symbolized by any Trademarks that constitute Assigned IP) and all Ancillary IP Rights with respect thereto, and shall cause the other Seller Parties to do the same, to the Purchaser Assignees and, effective as of the applicable Closing Date, the Purchaser Assignees hereby purchase, acquire and accept the same from the Seller Parties.",Yes,ZEBRATECHNOLOGIESCORP_04_16_2014-EX-10.1-INTELLECTUAL PROPERTY AGREEMENT.PDF,test
45,"If and to the extent that any Work Product is found as a matter of law not to be a ""work made for hire"" within the meaning of the Act, Surgical agrees to assign, and by this Agreement and Surgical's signature below, Surgical hereby does assign to Imprimis all right, title and interest in and to Work Product, and all copies thereof, and the copyright, patent, trademark, trade secret and all other proprietary rights in Work Product.",Yes,"SightLife Surgical, Inc. - STRATEGIC SALES & MARKETING AGREEMENT.PDF",test
46,"You further acknowledge that the Intranet facility and all communications that are posted to it will become our property, free of any claims of privacy or privilege that you or any other person may assert.",Yes,SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement1.pdf,test
47,"The Aimmune Know- How shall be transferred pursuant to the procedure to transfer Xencor Know-How, Regulatory Materials, and Regulatory Data in Section 2.7 applied mutatis mutandis.",Yes,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement.pdf,test
48,"Philips hereby assigns and shall cause its Affiliates to assign all right title and interest in New Technology to Customer, and shall cause all employees or service providers to assign all right title and interest and waive any moral rights in New Technology.",Yes,PROFOUNDMEDICALCORP_08_29_2019-EX-4.5-SUPPLY AGREEMENT.PDF,test
49,"In addition, IAC shall secure any and all Intellectual Property Rights that may pertain to the Sonos Products that are created by such IAC Subcontractor, and hereby transfers and assigns all such Intellectual Property Rights",Yes,"Sonos, Inc. - Manufacturing Agreement .PDF",test
50,"In addition, during the Term, PB shall not take any action to terminate the AZ License without providing [***] prior written notice to SFJ of PB's intent to terminate so that SFJ may, in its sole discretion, elect to obtain the Program Transfer, and if SFJ elects in writing within such [***] period to obtain the Program Transfer, then PB shall not terminate the AZ License but shall assign it to SFJ in accordance with the Program Transfer Agreement and in such event PB shall not be entitled to any royalty payments as set forth in Section 3 of the Program Transfer Agreement.",Yes,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.pdf,test
51,"If Vyera acquires any rights in the Trademarks, by operation of Applicable Law, or otherwise, such rights shall be deemed and are hereby irrevocably assigned to CytoDyn without further action by either Party.",Yes,CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement.pdf,test
52,"All writings or works of authorship, including, without limitation, program codes or documentation, produced or authored by Provider in the course of performing services for the Recipient, together with any associated copyrights, are works made for hire and the exclusive property of the Recipient.",Yes,ABILITYINC_06_15_2020-EX-4.25-SERVICES AGREEMENT.PDF,test
53,"Notwithstanding any other rights Bioeq may have under this Agreement or Applicable Law; if Licensee does not transfer and assign to Bioeq or its designee its rights in any Biologics License Applications and Biologics License Application Approvals controlled by Licensee for the Licensed Products in the Field in the Territory within the above [***] ([***]) day time period (provided that the physical or electronic transfer of files and documentation in connection with such transfer and assignment<omitted>of rights may occur after such [***] ([***]) day period without being deemed a breach of this Section 15.3.2 by Licensee), [***].",Yes,CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement.pdf,test
54,"To the extent that Commerce One would otherwise have a claim of ownership in such Developments, Commerce One hereby assigns all rights in and to such Developments to Corio.",Yes,CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.PDF,test
55,"You shall, at our option and request, and without any additional consideration, assign to us all rights to all e-mail addresses, URLs, domain names, Internet listings, and Internet accounts related to the Franchised Business following demand by us upon your misuse of the same and/or the termination or expiration of this Agreement.",Yes,SoupmanInc_20150814_8-K_EX-10.1_9230148_EX-10.1_Franchise Agreement1.pdf,test
56,"In order to carry out the intent of the Parties with respect to the recordation of the transfers of any registrations or applications of Nuance IP or SpinCo IP, as applicable, to the extent the ownership thereof has transferred from a member of the Nuance Group to a member of the SpinCo Group, or vice versa, pursuant to the Separation Agreement or any other Ancillary Agreement, the Parties shall execute intellectual property assignments in a form substantially similar to that attached as Exhibit A1 (the ""Patent Assignment Agreement""), Exhibit A2 (the ""Trademark Assignment Agreement""), Exhibit A3 (the ""Domain Name Assignment Agreement"") and Exhibit A4 (the ""Invention Disclosure Assignment Agreement"") as well as such additional case specific assignments as deemed appropriate or necessary under applicable Laws (collectively, the ""Intellectual Property Assignment Agreements"") for recordation with the appropriate Governmental Authority.",Yes,CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement.pdf,test
57,"Fox shall own all Intellectual Property Rights in and to any derivative works made from the Properties, whether or not used in the Wireless Products, including without limitation design documents, graphics, animation, music, packaging, advertising, promotional and other artwork used in connection with the development and distribution of the Wireless Products but at all times excluding the Licensee Materials as defined in Paragraph 11(c) below (collectively, the ""Fox Intellectual Property"").",Yes,GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1.pdf,test
58,"Each of Parent and SpinCo, at the request of the other, shall use its commercially reasonable efforts to obtain, or to cause to be obtained, as soon as reasonably practicable, any consent, substitution, approval or amendment required to novate or assign all SpinCo IP Liabilities and obtain in writing the unconditional release of each member of the Parent Group that is a party to any such arrangements, so that, in any such case, the members of the SpinCo Group shall be solely responsible for such SpinCo IP Liabilities; provided, however, that, except as otherwise expressly provided in this Agreement or any of the Ancillary Agreements, neither Parent nor SpinCo shall be obligated to contribute any capital or pay any consideration in any form (including providing any letter of credit, guaranty or other financial accommodation) to any third Person from whom any such consent, substitution, approval, amendment or release is requested.",Yes,INGEVITYCORP_05_16_2016-EX-10.5-INTELLECTUAL PROPERTY AGREEMENT.PDF,test
59,"Arizona agrees to assign and hereby assigns its entire right, title and interest in and to the Arizona Assigned IP to the Company.",Yes,ArmstrongFlooringInc_20190107_8-K_EX-10.2_11471795_EX-10.2_Intellectual Property Agreement.pdf,test
